ID,Presence,Unconfirmed [1],Training data,No. gen. tested,Calc. for no. gen. tested,Community tested,Host,samples collected to look for Pk [1] or opportunistic [2] or previously confirmed Pk [3],Year,Country,Country_id,Site_name,Subnational_area,Geometry_type,Latitude,Longitude,Admin_level,Gaul_code,Polygon_code,Centroid Latitude,Centroid Longitude,EndNote ID,Primary source,Secondary source,,,
189,1,0,1,1,actual,case report traveller,human,2,2010,Malaysia,MYS,flight route in Miri Division,Sarawak State,polygon,,,para_ras2,,12,3.35115,115.26369,164,"Hoosen A, Shaw MT (2011) Plasmodium knowlesi in a traveller returning to New Zealand. Travel Med Infect Dis 9: 144-148.",Singh B (2012) personal communication,,,
190,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 1, Selangor",Selangor State,point,3.45063,101.65763,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
191,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 2, Selangor",Selangor State,point,3.61694,101.43715,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
192,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 3, Selangor",Selangor State,point,3.34493,101.58823,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
193,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 4, Selangor",Selangor State,point,3.26217,101.63022,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
194,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 5, Selangor",Selangor State,point,3.22031,101.59500,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
195,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 6, Selangor",Selangor State,point,3.22233,101.78473,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
196,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 7, Selangor",Selangor State,point,3.29680,101.63568,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
197,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 8, Selangor",Selangor State,point,3.11934,101.83302,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
198,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 9, Selangor",Selangor State,point,3.22667,101.88320,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
199,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 10, Selangor",Selangor State,point,3.20883,101.89017,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
200,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 11, Selangor",Selangor State,point,3.05945,101.79046,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
201,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 12, Selangor",Selangor State,point,3.57278,101.70132,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
202,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 13, Selangor",Selangor State,point,3.41680,101.68532,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
203,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 14, Selangor",Selangor State,point,3.50010,101.64557,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
204,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 15, Selangor",Selangor State,point,3.38286,101.69108,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
205,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 16, Selangor",Selangor State,point,3.59074,101.74001,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
206,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 17, Selangor",Selangor State,point,3.63719,101.57576,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
207,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 18, Selangor",Selangor State,point,3.42541,101.68098,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
208,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 19, Selangor",Selangor State,point,3.40433,101.69107,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
209,1,0,1,,,confirmed malaria cases,human,1,2009,Malaysia,MYS,"site 20, Selangor",Selangor State,point,3.40996,101.68850,,,,,,1048,"Braima KA, Sum J-S, Ghazali A-RM, Muslimin M, Jeffery J, et al. (2013) Is there a risk of suburban transmission of malaria in Selangor, Malaysia? Plos One 8: e77924.","Braima KA, Abdul Aziz NM (2014) personal communication",,,
210,1,0,1,1,actual,case report,human,2,2012,Malaysia,MYS,Gunung Lambak Forest,Johor State,polygon,,,para_ras1,,19,1.99555,103.36260,992,"Lee W-C, Chin P-W, Lau Y-L, Chin L-C, Fong M-Y, et al. (2013) Hyperparasitaemic human Plasmodium knowlesi infection with atypical morphology in peninsular Malaysia. Malar J 12.",Lau YL (2014) personal communication,,,
211,1,0,0,1,actual,case report traveller,human,2,2013,Thailand,THA,Khao Sok National Park,Surat Thani Province,polygon,8.94154,98.62379,para_ras1,,20,8.94154,98.62379,1049,"Orth, H., B. O. Jensen, et al. (2013). ""Plasmodium knowlesi infection imported to Germany, January 2013."" Eurosurveillance 18(40): 4-6.",,,,
213,1,0,1,1,actual,case report,human,2,2012,Malaysia,MYS,Ranau District,Sabah State,polygon,,,Admin2,37419,,5.86567,116.74471,808,"Rajahram GS, Barber BE, Yeo TW, Tan WW, William T (2013) Case report: Fatal Plasmodium knowlesi malaria following an atypical clinical presentation and delayed diagnosis. Med J Malaysia 68: 71-72.",,,,
215,1,0,1,1,actual,case report,human,2,2012,Malaysia,MYS,Pasir Mas,Kelantan State,polygon,,,Admin2,37362,,5.99965,102.08521,1033,"Azidah AK, Faizal MMA, Lili HY, Zeehaida M (2014) Severe Plasmodium knowlesi infection with multiorgan involvement in north east peninsular Malaysia. Tropical Biomedicine 31: 31-35.",,,,
218,1,0,1,56,actual,confirmed malaria cases,human,1,2011,Malaysia,MYS,Kudat District,Sabah State,polygon,,,Admin2,37412,,7.01309,116.92670,994,"Barber BE, William T, Grigg MJ, Menon J, Auburn S, et al. (2013) A prospective comparative study of knowlesi, falciparum, and vivax malaria in Sabah, Malaysia: High proportion with severe disease from Plasmodium knowlesi and Plasmodium vivax but no mortality with early referral and artesunate therapy. Clinical Infectious Diseases 56: 383-397.","Anderios F, Naing DKS, Lin Z, Emran NA (2012) Single nucleotide polymorphism of SSU rRNA gene among Plasmodium Knowlesi isolates of Sabah. International Journal of Collaborative Research on Internal Medicine and Public Health 4: 1007-1016.",,,
219,1,0,1,21,actual,confirmed malaria cases,human,1,2011,Malaysia,MYS,Pitas District,Sabah State,polygon,,,Admin2,37418,,6.71156,117.10828,994,"Barber BE, William T, Grigg MJ, Menon J, Auburn S, et al. (2013) A prospective comparative study of knowlesi, falciparum, and vivax malaria in Sabah, Malaysia: High proportion with severe disease from Plasmodium knowlesi and Plasmodium vivax but no mortality with early referral and artesunate therapy. Clinical Infectious Diseases 56: 383-397.",,,,
220,1,0,1,41,actual,confirmed malaria cases,human,1,2011,Malaysia,MYS,Kota Marudu District,Sabah State,polygon,,,Admin2,37410,,6.41708,116.80543,994,"Barber BE, William T, Grigg MJ, Menon J, Auburn S, et al. (2013) A prospective comparative study of knowlesi, falciparum, and vivax malaria in Sabah, Malaysia: High proportion with severe disease from Plasmodium knowlesi and Plasmodium vivax but no mortality with early referral and artesunate therapy. Clinical Infectious Diseases 56: 383-397.",,,,
221,1,0,1,,,knowlesi confirmed previously,human,3,2012,Malaysia,MYS,Kelantan State,Kelantan State,polygon,,,Admin1,1893,,5.28089,102.02882,1043,"Fong M-Y, Lau Y-L, Chang P-Y, Anthony CN (2014) Genetic diversity, haplotypes and allele groups of Duffy binding protein (PkDBPalphaII) of Plasmodium knowlesi clinical isolates from Peninsular Malaysia. Parasites and Vectors 7: 161-161.",,,,
222,1,0,1,,,knowlesi confirmed previously,human,3,2011,Malaysia,MYS,Perak State,Perak State,polygon,,,Admin1,1898,,4.77603,101.10926,1043,"Fong M-Y, Lau Y-L, Chang P-Y, Anthony CN (2014) Genetic diversity, haplotypes and allele groups of Duffy binding protein (PkDBPalphaII) of Plasmodium knowlesi clinical isolates from Peninsular Malaysia. Parasites and Vectors 7: 161-161.",,,,
223,1,0,1,,,knowlesi confirmed previously,human,3,2010,Malaysia,MYS,Pahang State,Pahang State,polygon,,,Admin2,37382,,4.34676,101.91314,1043,"Fong M-Y, Lau Y-L, Chang P-Y, Anthony CN (2014) Genetic diversity, haplotypes and allele groups of Duffy binding protein (PkDBPalphaII) of Plasmodium knowlesi clinical isolates from Peninsular Malaysia. Parasites and Vectors 7: 161-161.",,,,
224,1,0,1,,,knowlesi confirmed previously,human,3,2011,Malaysia,MYS,Selangor State,Selangor State,polygon,,,Admin2,37455,,3.55981,101.58121,1043,"Fong M-Y, Lau Y-L, Chang P-Y, Anthony CN (2014) Genetic diversity, haplotypes and allele groups of Duffy binding protein (PkDBPalphaII) of Plasmodium knowlesi clinical isolates from Peninsular Malaysia. Parasites and Vectors 7: 161-161.",,,,
225,1,0,1,,,knowlesi confirmed previously,human,3,2010,Malaysia,MYS,Negeri Sembilan State,Negeri Sembilan State,polygon,,,Admin1,1896,,2.77725,102.20760,1043,"Fong M-Y, Lau Y-L, Chang P-Y, Anthony CN (2014) Genetic diversity, haplotypes and allele groups of Duffy binding protein (PkDBPalphaII) of Plasmodium knowlesi clinical isolates from Peninsular Malaysia. Parasites and Vectors 7: 161-161.",,,,
226,1,0,1,,,knowlesi confirmed previously,monkey,3,2010,Malaysia,MYS,Negeri Sembilan State,Negeri Sembilan State,polygon,,,Admin1,1896,,2.77725,102.20760,1043,"Fong M-Y, Lau Y-L, Chang P-Y, Anthony CN (2014) Genetic diversity, haplotypes and allele groups of Duffy binding protein (PkDBPalphaII) of Plasmodium knowlesi clinical isolates from Peninsular Malaysia. Parasites and Vectors 7: 161-161.",,,,
227,1,0,1,,,knowlesi confirmed previously,monkey,3,2010,Malaysia,MYS,Pahang State,Pahang State,polygon,,,Admin2,37382,,4.34676,101.91314,1043,"Fong M-Y, Lau Y-L, Chang P-Y, Anthony CN (2014) Genetic diversity, haplotypes and allele groups of Duffy binding protein (PkDBPalphaII) of Plasmodium knowlesi clinical isolates from Peninsular Malaysia. Parasites and Vectors 7: 161-161.",,,,
228,1,0,1,20,divided pool,confirmed malaria cases,human,1,2010,Malaysia,MYS,Sarikei District,Sarawak State,polygon,,,Admin2,37447,,2.16750,111.39774,1035,"Foster D, Cox-Singh J, Mohamad DSA, Krishna S, Chin PP, et al. (2014) Evaluation of three rapid diagnostic tests for the detection of human infections with Plasmodium knowlesi. Malaria Journal 13.",,,,
229,1,0,1,20,divided pool,confirmed malaria cases,human,1,2011,Malaysia,MYS,Sarikei District,Sarawak State,polygon,,,Admin2,37447,,2.16750,111.39774,1035,"Foster D, Cox-Singh J, Mohamad DSA, Krishna S, Chin PP, et al. (2014) Evaluation of three rapid diagnostic tests for the detection of human infections with Plasmodium knowlesi. Malaria Journal 13.",,,,
230,0,0,0,561,divided pool,cross section plus suspected cases,human,1,2007,Bangladesh,BGD,Bandarban District,Chittagong,polygon,21.81356,92.36858,Admin2,5767,,21.81356,92.36858,1032,"Fuehrer H-P, Swoboda P, Harl J, Starzengruber P, Habler VE, et al. (2014) High prevalence and genetic diversity of Plasmodium malariae and no evidence of Plasmodium knowlesi in Bangladesh. Parasitology Research 113: 1537-1543.",Noedl H (2014) personal communication,,,
231,0,0,0,561,divided pool,cross section plus suspected cases,human,1,2008,Bangladesh,BGD,Bandarban District,Chittagong,polygon,21.81356,92.36858,Admin2,5767,,21.81356,92.36858,1032,"Fuehrer H-P, Swoboda P, Harl J, Starzengruber P, Habler VE, et al. (2014) High prevalence and genetic diversity of Plasmodium malariae and no evidence of Plasmodium knowlesi in Bangladesh. Parasitology Research 113: 1537-1543.",Noedl H (2014) personal communication,,,
234,0,0,0,561,divided pool,cross section plus suspected cases,human,1,2009,Bangladesh,BGD,Bandarban District,Chittagong,polygon,21.81356,92.36858,Admin2,5767,,21.81356,92.36858,1032,"Fuehrer H-P, Swoboda P, Harl J, Starzengruber P, Habler VE, et al. (2014) High prevalence and genetic diversity of Plasmodium malariae and no evidence of Plasmodium knowlesi in Bangladesh. Parasitology Research 113: 1537-1543.",Noedl H (2014) personal communication,,,
235,0,0,0,561,divided pool,cross section plus suspected cases,human,1,2010,Bangladesh,BGD,Bandarban District,Chittagong,polygon,21.81356,92.36858,Admin2,5767,,21.81356,92.36858,1032,"Fuehrer H-P, Swoboda P, Harl J, Starzengruber P, Habler VE, et al. (2014) High prevalence and genetic diversity of Plasmodium malariae and no evidence of Plasmodium knowlesi in Bangladesh. Parasitology Research 113: 1537-1543.",Noedl H (2014) personal communication,,,
236,1,0,1,5,actual,monkeys,monkey,1,2013,Malaysia,MYS,"Mukah, Sibu Division",Sarawak State,point,2.89791,112.08664,,,,,,,Singh B (2014) personal communication,,,,
237,1,0,1,28,actual,monkeys,monkey,1,2013,Malaysia,MYS,Limbang Division,Sarawak State,polygon,,,para_ras1,,18,4.40606,115.27925,,Singh B (2014) personal communication,,,,
238,1,0,1,12,actual,monkeys,monkey,1,2013,Malaysia,MYS,Miri Division,Sarawak State,polygon,,,para_ras1,,17,3.62024,114.62576,,Singh B (2014) personal communication,,,,
239,1,0,1,21,actual,monkeys,monkey,1,2013,Malaysia,MYS,Kapit Division,Sarawak State,polygon,,,para_ras1,,9,2.16453,113.82188,,Singh B (2014) personal communication,,,,
240,0,0,1,4,actual,monkeys,monkey,1,2013,Malaysia,MYS,Samarahan Division,Sarawak State,polygon,,,para_ras1,,32,1.23194,110.71488,,Singh B (2014) personal communication,,,,
241,1,0,1,14,actual,monkeys,monkey,1,2013,Malaysia,MYS,Kuching Division,Sarawak State,polygon,,,para_ras1,,26,1.50236,110.10853,,Singh B (2014) personal communication,,,,
242,1,0,1,7,actual,monkeys,monkey,1,2013,Malaysia,MYS,"Betong, Sri Aman Division",Sarawak State,point,1.41022,111.52978,,,,,,,Singh B (2014) personal communication,,,,
243,1,0,1,7,actual,monkeys,monkey,1,2013,Malaysia,MYS,Sarikei Division,Sarawak State,polygon,,,para_ras1,,15,2.01081,111.66674,,Singh B (2014) personal communication,,,,
244,1,0,1,1,actual,mosquitoes with sporozoites or oocysts,mosquito,1,2012,Malaysia,MYS,"Site 2, Ulu Yam",Selangor State,point,3.40570,101.68476,,,,,,1201,"Vythilingam I, Lim YAL, Venugopalan B, Ngui R, Leong CS, et al. (2014) Plasmodium knowlesi malaria an emerging public health problem in Hulu Selangor, Selangor, Malaysia (2009-2013): epidemiologic and entomologic analysis. Parasites and Vectors 7: 436.",Vythilingam I (2014) personal communication,,,
246,0,0,1,2,actual,confirmed malaria cases,human,1,2013,Malaysia,MYS,Kedah State,Kedah State,polygon,,,Admin1,1892,,5.92315,100.65981,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",,,,
247,1,0,1,9,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,QUEEN ELIZABETH HOSPITAL (KOTA KINABALU) - STATE catchment,Sabah State,polygon,,,Admin1,1901,,5.35040,117.12725,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
249,1,0,1,9,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,PITAS HOSPITAL DISTRICT,Sabah State,polygon,,,Admin2,37418,,6.71156,117.10828,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
250,1,0,1,9,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,KUDAT HOSPITAL DISTRICT,Sabah State,polygon,,,Admin2,37412,,7.01309,116.92670,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
252,1,0,1,18,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,RANAU CLINIC DISTRICT,Sabah State,polygon,,,Admin2,37419,,5.86567,116.74471,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
255,1,0,1,9,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,KARAKIT CLINIC DISTRICT,Sabah State,polygon,,,para_ras2,,8,7.25453,117.16646,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
256,1,0,1,18,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,LOTONG CL INIC DISTRICT,Sabah State,polygon,,,Admin2,37410,,6.41708,116.80543,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
258,1,0,1,36,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,APIN -APIN CLINIC DISTRICT,Sabah State,polygon,,,Admin2,37406,,5.26453,116.27259,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
259,1,0,1,30,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,HOSPITAL UMUM SARAWAK (KUCHING) STATE,Sarawak State,polygon,,,Admin1,1902,,2.59030,113.29909,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
260,1,0,1,30,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,SARAWAK KAPIT HOSPITAL DISTRICT,Sarawak State,polygon,,,Admin2,37435,,1.85242,113.53115,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
261,1,0,1,30,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,SIBU HOSPITAL DISTRICT,Sarawak State,polygon,,,Admin2,37449,,2.41114,111.86719,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
262,1,0,1,30,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,SRI AMAN HOSPITAL DISTRICT,Sarawak State,polygon,,,Admin2,37452,,1.30001,111.41123,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
263,1,0,1,8,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,RAJA PEREMPUAN ZAINAB II HOSPITAL (KOTA BHARU) STATE,Kelantan State,polygon,,,Admin1,1893,,5.28089,102.02882,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
264,1,0,1,8,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,GUA MUSANG HOSPITAL DISTRICT,Kelantan State,polygon,,,Admin2,37357,,4.94898,101.95847,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
265,1,0,1,8,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,KELANTAN TENGKU ANIS HOSPITAL DISTRICT,Kelantan State,polygon,,,Admin2,37363,,5.83968,102.38612,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
266,1,0,1,8,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,KUALA KRAI HOSPITAL DISTRICT,Kelantan State,polygon,,,Admin2,37360,,5.41842,102.16107,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
267,1,0,1,8,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,TANAH MERAH HOSPITAL DISTRICT,Kelantan State,polygon,,,Admin2,37364,,5.75272,102.02838,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
268,1,0,1,8,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,SELISING CLINIC DISTRICT,Kelantan State,polygon,,,para_ras1,,31,5.90513,102.33288,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
269,1,0,1,8,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,JELI HOSPITAL DISTRICT,Kelantan State,polygon,,,Admin2,37358,,5.57276,101.82886,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
270,1,0,1,12,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,KUALA LIPIS HOSPITAL DISTRICT,Pahang State,polygon,,,Admin2,37382,,4.34676,101.91314,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
271,1,0,1,12,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,JERANTUT HOSPITAL DISTRICT,Pahang State,polygon,,,Admin2,37380,,4.26170,102.55341,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
272,1,0,1,37,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,TENGKU AMPUAN RAHIMAH HOSPITAL (KLANG) STATE,Selangor State,polygon,,,Admin1,1903,,3.27258,101.50023,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
273,1,0,1,37,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,SELAYANG HOSPITAL DISTRIC,Selangor State,polygon,,,Admin2,37454,,3.28214,101.64928,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
274,1,0,1,37,divided pool,confirmed malaria cases,human,1,2013,Malaysia,MYS,KUALA KUBU BARU HOSPITAL DISTRIC,Selangor State,polygon,,,Admin2,37455,,3.55981,101.58121,1086,"Yusof R, Lau YL, Mahmud R, Fong MY, Jelip J, et al. (2014) High proportion of knowlesi malaria in recent malaria cases in Malaysia. Malaria Journal 13: 168.",Lau YL (2014) personal communication,,,
