ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_occurrence,Presence/absence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Admin2_1,Admin1_1,Public_year,Source_1,Source_2
17479,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 38,-0.386,-80.102,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17480,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 39,-0.316,-80.3251,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17481,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 40,-0.949,-80.323,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17482,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 41,-1.046,-80.366,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17483,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Manabi unamed location 42,-1.069,-80.076,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17488,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 43,-0.996,-80.272,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17489,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 44,-0.975,-80.349,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17490,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 45,-1.006,-80.366,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17491,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Manabi unamed location 46,-1.261,-80.541,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17492,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 1,-3.869,-79.694,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17493,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 2,-3.915,-79.533,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17494,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 3,-4.004,-79.7,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17495,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 4,-4.029,-79.659,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17496,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 5,-4.041,-79.732,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17497,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 6,-4.137,-79.834,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17498,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 7,-4.176,-80.063,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17499,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 8,-4.008,-80.179,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17500,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 9,-4.527,-79.404,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17501,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 10,-4.55,-79.407,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17502,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 11,-4.574,-79.408,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17503,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 12,-4.623,-79.448,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17504,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 13,-3.863,-79.58,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17505,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 14,-4.036,-79.77,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17506,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 15,-4.048,-79.813,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17507,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 16,-4.109,-79.753,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17508,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 17,-4.081,-79.7,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17509,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 18,-4.053,-79.554,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17510,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 19,-4.103,-79.59,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17511,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 20,-4.117,-79.562,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17512,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 21,-4.13,-79.547,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17513,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 22,-4.089,-79.325,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17514,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 23,-4.489,-79.418,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17515,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 24,-4.507,-79.398,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17516,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 25,-4.185,-79.518,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17517,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 26,-4.111,-79.707,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17518,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 27,-4.251,-79.577,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17519,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 28,-4.264,-80.14,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17520,,2004,,2012,Vector spp.,mixed vector genera,vector,,0,Positive in genetic test,Ecuador,point,Loaja unamed location 29,-4.313,-79.625,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17538,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 36,-4.22,-80.097,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17539,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 37,-4.206,-80.028,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17540,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 38,-4.088,-79.823,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17541,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 39,-4.139,-79.61,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17542,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 40,-4.205,-79.607,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17543,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 41,-4.235,-79.59,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17544,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 42,-4.045,-79.358,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17545,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 43,-4.094,-79.352,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17546,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 44,-4.115,-79.347,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17547,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 45,-4.598,-79.447,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17548,,2004,,2012,Vector spp.,mixed vector genera,vector,,1,Positive in genetic test,Ecuador,point,Loaja unamed location 46,-4.361,-79.43,Paper,,,2015,"Ocana-Mayorga, S., Aguirre-Villacis, F., Pinto, C. M., Vallejo, G. A. & Grijalva, M. J. Prevalence, Genetic Characterization, and 18S Small Subunit Ribosomal RNA Diversity of Trypanosoma rangeli in Triatomine and Mammal Hosts in Endemic Areas for Chagas Disease in Ecuador. Vector Borne Zoonotic Dis. 15, 732-742 (2015).",
17553,,2010,,2013,Triatoma gerstaeckeri,Triatoma,vector,,1,Positive in genetic test,United States of America,polygon,Bandera,,,,31209,,2015,"Wozniak, E. J. et al. The biology of the triatomine bugs native to south central Texas and assessment of the risk they pose for autochthonous Chagas disease exposure. J. Parasitol. 101, 520-528 (2015).",
17554,,2010,,2013,Triatoma gerstaeckeri,Triatoma,vector,,1,Positive in genetic test,United States of America,polygon,Bexar,,,,31214,,2015,"Wozniak, E. J. et al. The biology of the triatomine bugs native to south central Texas and assessment of the risk they pose for autochthonous Chagas disease exposure. J. Parasitol. 101, 520-528 (2015).",
17555,,2010,,2013,Triatoma gerstaeckeri,Triatoma,vector,,1,Positive in genetic test,United States of America,polygon,Gonzales,,,,31288,,2015,"Wozniak, E. J. et al. The biology of the triatomine bugs native to south central Texas and assessment of the risk they pose for autochthonous Chagas disease exposure. J. Parasitol. 101, 520-528 (2015).",
17556,,2010,,2013,Triatoma gerstaeckeri,Triatoma,vector,,1,Positive in genetic test,United States of America,polygon,Medina,,,,31362,,2015,"Wozniak, E. J. et al. The biology of the triatomine bugs native to south central Texas and assessment of the risk they pose for autochthonous Chagas disease exposure. J. Parasitol. 101, 520-528 (2015).",
17557,,2010,,2013,Triatoma gerstaeckeri,Triatoma,vector,,1,Positive in genetic test,United States of America,polygon,Uvalde,,,,31431,,2015,"Wozniak, E. J. et al. The biology of the triatomine bugs native to south central Texas and assessment of the risk they pose for autochthonous Chagas disease exposure. J. Parasitol. 101, 520-528 (2015).",
17582,,,,,Triatoma tibiamaculata,Triatoma,vector,,1,Direct examination,Brazil,polygon,Mangaratiba,,,,9934,,2015,"Sangenis, L. H. C. et al. First report of acute Chagas disease by vector transmission in Rio de Janeiro state, Brazil. Rev. Inst. Med. Trop. Sao Paulo 57, 361-364 (2015).",
