ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Site_name_7,Latitude_7,Longitude_7,Coordinate_source_7,Site_name_8,Latitude_8,Longitude_8,Coordinate_source_8,Admin2_1,Admin1_1,Admin0,Publication_year,Source_1,Source_2
16590,,,,,Carollia perspicillata,bat,alternative host,29,11,0.379310345,Positive in genetic test,Colombia,polygon,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13714,,,2014,"David Ramirez, J. et al. Trypanosome species in neo-tropical bats: Biological, evolutionary and epidemiological implications. Infect. Genet. Evol. 22, 250-256 (2014).",
16591,,,,,Desmodus rotundus,bat,alternative host,9,5,0.555555556,Positive in genetic test,Colombia,polygon,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13714,,,2014,"David Ramirez, J. et al. Trypanosome species in neo-tropical bats: Biological, evolutionary and epidemiological implications. Infect. Genet. Evol. 22, 250-256 (2014).",
16592,,,,,Rhynchonycteris naso,bat,alternative host,8,3,0.375,Positive in genetic test,Colombia,polygon,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13714,,,2014,"David Ramirez, J. et al. Trypanosome species in neo-tropical bats: Biological, evolutionary and epidemiological implications. Infect. Genet. Evol. 22, 250-256 (2014).",
16593,,,,,Artibeus planirostris,bat,alternative host,3,2,0.666666667,Positive in genetic test,Colombia,polygon,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13714,,,2014,"David Ramirez, J. et al. Trypanosome species in neo-tropical bats: Biological, evolutionary and epidemiological implications. Infect. Genet. Evol. 22, 250-256 (2014).",
16594,,,,,Artibeus obscurus,bat,alternative host,15,3,0.2,Positive in genetic test,Colombia,polygon,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13714,,,2014,"David Ramirez, J. et al. Trypanosome species in neo-tropical bats: Biological, evolutionary and epidemiological implications. Infect. Genet. Evol. 22, 250-256 (2014).",
16595,,,,,Myotis oxyotus,bat,alternative host,7,0,0,Positive in genetic test,Colombia,polygon,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13714,,,2014,"David Ramirez, J. et al. Trypanosome species in neo-tropical bats: Biological, evolutionary and epidemiological implications. Infect. Genet. Evol. 22, 250-256 (2014).",
16632,,2008,,2010,Canis familiaris,domestic mammals,alternative host,320,72,0.225,Positive in one serological test,Argentina,point,12 de Octubre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4526,,,2014,"Floridia-Yapur, N. et al. Evaluation of recombinant antigens of Trypanosoma cruzi to diagnose infection in naturally infected dogs from Chaco region, Argentina. Parasite Immunol. 36, 694-699 (2014).",
16633,,2008,,2010,Canis familiaris,domestic mammals,alternative host,19,0,0,Positive in one serological test,Argentina,polygon,Salta City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4770,,,2014,"Floridia-Yapur, N. et al. Evaluation of recombinant antigens of Trypanosoma cruzi to diagnose infection in naturally infected dogs from Chaco region, Argentina. Parasite Immunol. 36, 694-699 (2014).",
16634,5,2011,5,2011,Canis familiaris,domestic mammals,alternative host,27,4,0.148148148,Positive in one serological test,Panama,point,Lagartera Grande,9.10694,-79.90528,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Fung, H. L. et al. Domestic dog health worsens with socio-economic deprivation of their home communities. Acta Tropica 135, 67-74 (2014).",
16635,6,2011,6,2011,Canis familiaris,domestic mammals,alternative host,25,1,0.04,Positive in one serological test,Panama,point,Las Pavas,9.10417,-79.88583,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Fung, H. L. et al. Domestic dog health worsens with socio-economic deprivation of their home communities. Acta Tropica 135, 67-74 (2014).",
16636,7,2011,7,2011,Canis familiaris,domestic mammals,alternative host,26,2,0.076923077,Positive in one serological test,Panama,point,Los Hules,9.0575,-79.87694,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Fung, H. L. et al. Domestic dog health worsens with socio-economic deprivation of their home communities. Acta Tropica 135, 67-74 (2014).",
16647,3,2011,3,2012,Canis latrans,wild mammal (excluding rodents/bats/primates),alternative host,27,2,0.074074074,Positive in one serological test,United States of America,points,B.F. Grant Wildlife Management Area,33.39016,-83.4911,ohranger.com,Cedar Creek Wildlife Management Area,33.220957,-83.516032,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Gates, M. et al. Parasitology, virology, and serology of free-ranging coyotes (Canis latrans) from Central Georgia, USA. J. Wildl. Dis. 50, 896-901 (2014).",
16655,6,2006,6,2006,Canis familiaris,domestic mammals,alternative host,8,0,0,Positive in one serological test,United States of America,point,New Orleans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29826,,,2014,"Klotz, S. A., Dorn, P. L., Mosbacher, M. & Schmidt, J. O. Kissing bugs in the United States: risk for vector-borne disease in humans. Environ. Health Insights 8, 49-59 (2014).","Dorn, P. L. et al. Autochthonous transmission of Trypanosoma cruzi, Louisiana. Emerg. Infect. Dis. 13, 605–607 (2007)"
16668,,,,,Canis familiaris,domestic mammals,alternative host,422,5,0.011848341,"Direct examination, and PCR",Brazil,point,Setor 11,-1.63889,-54.24222,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Lima, V. d. S. et al. Expanding the knowledge of the geographic distribution of Trypanosoma cruzi TcII and TcV/TcVI genotypes in the Brazilian Amazon. PLoS One 9 (2014).",
16669,6,2011,6,2011,Canis familiaris,domestic mammals,alternative host,90,21,0.233333333,Positive in one serological test,Costa Rica,points,Atenas,9.97489,-84.37886,GeoNames,La Guacima,9.96277,-84.25452,GeoNames,San Rafael,9.969187,-84.211965,Paper,San Rafael,10.014412,-84.098831,Paper,Getsemani,10.0362,-84.10705,GeoNames,San Gabriel de Aserri,9.78617,-84.1053,GeoNames,Vuelta de Jorco,9.80152,-84.13312,GeoNames,Esparza,9.99447,-84.66466,GeoNames,,,,2014,"Lizundia, R. et al. Molecular and serological rapid tests as markers of Trypanosoma cruzi infection in dogs in Costa Rica. Trop. Parasitol. 4, 111-114 (2014).",
16685,7,2009,3,2011,Various rodent spp.,rodent,alternative host,148,24,0.162162162,Positive in genetic test,Argentina,polygon,Pampa del Indio Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,,,2014,"Marcela Orozco, M. et al. The role of sigmodontine rodents as sylvatic hosts of Trypanosoma cruzi in the Argentinean Chaco. Infect. Genet. Evol. 22, 12-22 (2014).",
16700,,,,,Canis familiaris,domestic mammals,alternative host,108,54,0.5,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16701,,,,,Canis familiaris,domestic mammals,alternative host,18,9,0.5,Positive in genetic test,Colombia,point,Umandita,11.10074,-73.65186,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16702,,,,,Felis catus,domestic mammals,alternative host,5,2,0.4,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16703,,,,,Cavia porcellus,rodent,alternative host,3,0,0,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16704,,,,,Sus scrofa domesticus,livestock,alternative host,1,1,1,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16705,,,,,Proechimys semispinosus,rodent,alternative host,6,3,0.5,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16706,,,,,Dasyprocta punctata,rodent,alternative host,1,0,0,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16707,,,,,Heteromys anomalus,rodent,alternative host,7,3,0.428571429,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16708,,,,,Didelphis marsupialis,marsupial,alternative host,2,1,0.5,Positive in genetic test,Colombia,point,Gumake,11.13266,-73.63778,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Maria Mejia-Jaramillo, A. et al. Genotyping of Trypanosoma cruzi in a hyper-endemic area of Colombia reveals an overlap among domestic and sylvatic cycles of Chagas disease. Parasites & Vectors 7, 108-108 (2014).",
16712,,,,,Canis familiaris,domestic mammals,alternative host,76,9,0.118421053,Positive in two independent serological tests,Mexico,point,Teocuitatlán,20.09223,-103.378,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez, I. et al. Seroprevalence and major antigens recognized by sera from Trypanosoma cruzi-infected dogs from Jalisco, Mexico. Rev. Argent. Microbiol. 46, 85-90 (2014).",
16713,,,,,Canis familiaris,domestic mammals,alternative host,37,0,0,Positive in two independent serological tests,Mexico,point,Puerta de Cítala,20.11772,-103.35071,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez, I. et al. Seroprevalence and major antigens recognized by sera from Trypanosoma cruzi-infected dogs from Jalisco, Mexico. Rev. Argent. Microbiol. 46, 85-90 (2014).",
16714,,,,,Canis familiaris,domestic mammals,alternative host,32,4,0.125,Positive in two independent serological tests,Mexico,point,Cítala,20.10454,-103.26194,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez, I. et al. Seroprevalence and major antigens recognized by sera from Trypanosoma cruzi-infected dogs from Jalisco, Mexico. Rev. Argent. Microbiol. 46, 85-90 (2014).",
16715,,,,,Canis familiaris,domestic mammals,alternative host,27,2,0.074074074,Positive in two independent serological tests,Mexico,point,San José de Gracia,20.09776,-103.44111,Google Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez, I. et al. Seroprevalence and major antigens recognized by sera from Trypanosoma cruzi-infected dogs from Jalisco, Mexico. Rev. Argent. Microbiol. 46, 85-90 (2014).",
16716,,,,,Canis familiaris,domestic mammals,alternative host,24,0,0,Positive in two independent serological tests,Mexico,point,"Tierra Blanca, Jalisco",20.1125,-103.34972,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez, I. et al. Seroprevalence and major antigens recognized by sera from Trypanosoma cruzi-infected dogs from Jalisco, Mexico. Rev. Argent. Microbiol. 46, 85-90 (2014).",
16717,,,,,Canis familiaris,domestic mammals,alternative host,13,2,0.153846154,Positive in two independent serological tests,Mexico,point,Lázaro Cárdenas,20.10694,-103.33667,GeoNames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez, I. et al. Seroprevalence and major antigens recognized by sera from Trypanosoma cruzi-infected dogs from Jalisco, Mexico. Rev. Argent. Microbiol. 46, 85-90 (2014).",
16718,6,2009,6,2009,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,31,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16719,6,2009,6,2009,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,10,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16720,12,2009,12,2009,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,41,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16721,12,2009,12,2009,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,7,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16722,6,2010,6,2010,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,34,1,0.029411765,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16723,6,2010,6,2010,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,7,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16724,12,2010,12,2010,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,30,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16725,12,2010,12,2010,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,10,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16726,6,2011,6,2011,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,24,2,0.083333333,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16727,6,2011,6,2011,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,14,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16728,12,2011,12,2011,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,15,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16729,12,2011,12,2011,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,16,1,0.0625,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16730,6,2012,6,2012,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,30,10,0.333333333,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16731,6,2012,6,2012,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,15,14,0.933333333,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16732,12,2012,12,2012,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,33,2,0.060606061,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16733,12,2012,12,2012,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,17,2,0.117647059,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16734,6,2013,6,2013,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,23,0,0,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16735,6,2013,6,2013,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,11,2,0.181818182,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16736,12,2013,12,2013,Procyon lotor,wild mammal (excluding rodents/bats/primates),alternative host,21,4,0.19047619,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16737,12,2013,12,2013,Nasua narica,wild mammal (excluding rodents/bats/primates),alternative host,19,10,0.526315789,Positive in genetic test,Mexico,point,Parque Museo de La Venta,18.0015,-92.93403,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Martinez-Hernandez, F. et al. Follow up of natural infection with Trypanosoma cruzi in two mammals species, Nasua narica and Procyon lotor (Carnivora: Procyonidae): evidence of infection control? Parasites & Vectors 7 (2014).",
16755,1,2010,1,2010,Phyllotis darwini,rodent,alternative host,103,63,0.611650485,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5,-71.1,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Oda, E., Solari, A. & Botto-Mahan, C. Effects of mammal host diversity and density on the infection level of Trypanosoma cruzi in sylvatic kissing bugs. Med. Vet. Entomol. 28, 384-390 (2014).",
16756,1,2010,1,2010,Octodon degus,rodent,alternative host,98,69,0.704081633,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5,-71.1,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Oda, E., Solari, A. & Botto-Mahan, C. Effects of mammal host diversity and density on the infection level of Trypanosoma cruzi in sylvatic kissing bugs. Med. Vet. Entomol. 28, 384-390 (2014).",
16757,1,2010,1,2010,Abrothrix olivaceus,rodent,alternative host,32,20,0.625,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5,-71.1,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Oda, E., Solari, A. & Botto-Mahan, C. Effects of mammal host diversity and density on the infection level of Trypanosoma cruzi in sylvatic kissing bugs. Med. Vet. Entomol. 28, 384-390 (2014).",
16758,1,2010,1,2010,Abrocoma bennetti,rodent,alternative host,7,3,0.428571429,Positive in genetic test,Chile,point,Las Chinchillas National Reserve,-31.5,-71.1,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Oda, E., Solari, A. & Botto-Mahan, C. Effects of mammal host diversity and density on the infection level of Trypanosoma cruzi in sylvatic kissing bugs. Med. Vet. Entomol. 28, 384-390 (2014).",
16765,3,2010,7,2011,Didelphis marsupialis,marsupial,alternative host,1,1,1,Positive in genetic test,Colombia,points,Marocazo,10.98583,-73.11639,Paper,Sabana de Joaquina,10.968889,-73.160833,Paper,Seminke,10.944722,-73.186944,Paper,,,,,,,,,,,,,,,,,,,,,,,,2014,"Pena-Garcia, V. H., Gomez-Palacio, A. M., Triana-Chavez, O. & Mejia-Jaramillo, A. M. Eco-epidemiology of Chagas disease in an endemic area of Colombia: Risk factor estimation, Trypanosoma cruzi characterization and identification of blood-meal sources in bugs. Am. J. Trop. Med. Hyg. 91, 1116-1124 (2014).",
16766,3,2010,7,2011,Metachirus nudicaudatus,marsupial,alternative host,1,1,1,Positive in genetic test,Colombia,points,Marocazo,10.98583,-73.11639,Paper,Sabana de Joaquina,10.968889,-73.160833,Paper,Seminke,10.944722,-73.186944,Paper,,,,,,,,,,,,,,,,,,,,,,,,2014,"Pena-Garcia, V. H., Gomez-Palacio, A. M., Triana-Chavez, O. & Mejia-Jaramillo, A. M. Eco-epidemiology of Chagas disease in an endemic area of Colombia: Risk factor estimation, Trypanosoma cruzi characterization and identification of blood-meal sources in bugs. Am. J. Trop. Med. Hyg. 91, 1116-1124 (2014).",
16767,3,2010,7,2011,Canis familiaris,domestic mammals,alternative host,10,0,0,Positive in genetic test,Colombia,points,Marocazo,10.98583,-73.11639,Paper,Sabana de Joaquina,10.968889,-73.160833,Paper,Seminke,10.944722,-73.186944,Paper,,,,,,,,,,,,,,,,,,,,,,,,2014,"Pena-Garcia, V. H., Gomez-Palacio, A. M., Triana-Chavez, O. & Mejia-Jaramillo, A. M. Eco-epidemiology of Chagas disease in an endemic area of Colombia: Risk factor estimation, Trypanosoma cruzi characterization and identification of blood-meal sources in bugs. Am. J. Trop. Med. Hyg. 91, 1116-1124 (2014).",
16788,,2007,,2012,Canis latrans,wild mammal (excluding rodents/bats/primates),alternative host,242,0,0,Positive in one serological test,United States of America,polygon,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,,2014,"Rosypal, A. C. et al. Serologic survey of antibodies tp Trypanosoma cruzi in coyotes and red foxes from Pennsylvania and Tennessee. J. Zoo Wildl. Med. 45, 991-993 (2014).",
16789,,,,,Canis latrans,wild mammal (excluding rodents/bats/primates),alternative host,21,2,0.095238095,Positive in one serological test,United States of America,polygon,Tennessee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3256,,2014,"Rosypal, A. C. et al. Serologic survey of antibodies tp Trypanosoma cruzi in coyotes and red foxes from Pennsylvania and Tennessee. J. Zoo Wildl. Med. 45, 991-993 (2014).",
16790,,2010,,2012,Vulpes vulpes,wild mammal (excluding rodents/bats/primates),alternative host,13,0,0,Positive in one serological test,United States of America,polygon,Pennsylvania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3252,,2014,"Rosypal, A. C. et al. Serologic survey of antibodies tp Trypanosoma cruzi in coyotes and red foxes from Pennsylvania and Tennessee. J. Zoo Wildl. Med. 45, 991-993 (2014).",
16797,,2012,,2012,Canis familiaris,domestic mammals,alternative host,17,0,0,Hemoculture or xenodiagnosis,Venezuela,point,El Copey-Guayabillo,10.02812,-67.9003,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Salazar Hernández, J. J. et al. Estudio seroepidemiológico de la enfermedad de Chagas en la comunidad Copey-El Guayabillo, Estado Carabobo, Venezuela. Rev. Cubana Med. Trop. 66, 34-47 (2014).",
16798,,2012,,2012,Sus scrofa domesticus,livestock,alternative host,1,0,0,Hemoculture or xenodiagnosis,Venezuela,point,El Copey-Guayabillo,10.02812,-67.9003,Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,"Salazar Hernández, J. J. et al. Estudio seroepidemiológico de la enfermedad de Chagas en la comunidad Copey-El Guayabillo, Estado Carabobo, Venezuela. Rev. Cubana Med. Trop. 66, 34-47 (2014).",
