ID,Start_month,Start_year,End_month,End_year,Host,Host class 1,Host class 2,N_prevalence,No_Positive,Prevalence,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Site_name_2,Latitude_2,Longitude_2,Coordinate_source_2,Site_name_3,Latitude_3,Longitude_3,Coordinate_source_3,Site_name_4,Latitude_4,Longitude_4,Coordinate_source_4,Site_name_5,Latitude_5,Longitude_5,Coordinate_source_5,Site_name_6,Latitude_6,Longitude_6,Coordinate_source_6,Admin2_1,Admin2_2,Admin2_3,Admin2_4,Admin2_5,Admin1_1,Admin1_2,Admin1_3,Public_year,Source_1,Source_2
14791,,2010,,2010,Triatoma sordida,Triatoma,vector,15,0,0,Direct examination,Brazil,polygon,Tapira municipality,,,,,,,,,,,,,,,,,,,,,,,,8671,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14792,,2011,,2011,Triatoma sordida,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Três Marias municipality,,,,,,,,,,,,,,,,,,,,,,,,8685,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14793,,2009,,2009,Triatoma sordida,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Três Marias municipality,,,,,,,,,,,,,,,,,,,,,,,,8685,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14794,,2008,,2008,Triatoma sordida,Triatoma,vector,71,4,0.056338028,Direct examination,Brazil,polygon,Tupaciguara municipality,,,,,,,,,,,,,,,,,,,,,,,,8688,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14795,,2010,,2010,Triatoma sordida,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Tupaciguara municipality,,,,,,,,,,,,,,,,,,,,,,,,8688,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14796,,2011,,2011,Triatoma sordida,Triatoma,vector,11,0,0,Direct examination,Brazil,polygon,Tupaciguara municipality,,,,,,,,,,,,,,,,,,,,,,,,8688,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14797,,2007,,2007,Triatoma sordida,Triatoma,vector,19,0,0,Direct examination,Brazil,polygon,Tupaciguara municipality,,,,,,,,,,,,,,,,,,,,,,,,8688,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14798,,2009,,2009,Triatoma sordida,Triatoma,vector,616,0,0,Direct examination,Brazil,polygon,Ubaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8692,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14799,,2010,,2010,Triatoma sordida,Triatoma,vector,393,0,0,Direct examination,Brazil,polygon,Ubaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8692,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14800,,2011,,2011,Triatoma sordida,Triatoma,vector,299,0,0,Direct examination,Brazil,polygon,Ubaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8692,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14801,,2007,,2007,Triatoma sordida,Triatoma,vector,46,2,0.043478261,Direct examination,Brazil,polygon,Ubaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8692,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14802,,2008,,2008,Triatoma sordida,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Uberaba municipality,,,,,,,,,,,,,,,,,,,,,,,,8694,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14803,,2009,,2009,Triatoma sordida,Triatoma,vector,195,0,0,Direct examination,Brazil,polygon,Uberaba municipality,,,,,,,,,,,,,,,,,,,,,,,,8694,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14804,,2011,,2011,Triatoma sordida,Triatoma,vector,35,0,0,Direct examination,Brazil,polygon,Uberaba municipality,,,,,,,,,,,,,,,,,,,,,,,,8694,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14805,,2010,,2010,Triatoma sordida,Triatoma,vector,163,5,0.030674847,Direct examination,Brazil,polygon,Uberaba municipality,,,,,,,,,,,,,,,,,,,,,,,,8694,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14806,,2009,,2009,Triatoma sordida,Triatoma,vector,15,1,0.066666667,Direct examination,Brazil,polygon,Uberlândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8695,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14807,,2008,,2008,Triatoma sordida,Triatoma,vector,29,0,0,Direct examination,Brazil,polygon,Uberlândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8695,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14808,,2010,,2010,Triatoma sordida,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Uberlândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8695,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14809,,2007,,2007,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Uberlândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8695,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14810,,2011,,2011,Triatoma sordida,Triatoma,vector,455,0,0,Direct examination,Brazil,polygon,Unaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8697,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14811,,2009,,2009,Triatoma sordida,Triatoma,vector,295,2,0.006779661,Direct examination,Brazil,polygon,Unaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8697,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14812,,2007,,2007,Triatoma sordida,Triatoma,vector,247,0,0,Direct examination,Brazil,polygon,Unaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8697,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14813,,2010,,2010,Triatoma sordida,Triatoma,vector,213,0,0,Direct examination,Brazil,polygon,Unaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8697,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14814,,2008,,2008,Triatoma sordida,Triatoma,vector,484,0,0,Direct examination,Brazil,polygon,Unaí municipality,,,,,,,,,,,,,,,,,,,,,,,,8697,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14815,,2007,,2007,Triatoma sordida,Triatoma,vector,47,0,0,Direct examination,Brazil,polygon,União de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8698,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14816,,2008,,2008,Triatoma sordida,Triatoma,vector,116,0,0,Direct examination,Brazil,polygon,União de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8698,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14817,,2010,,2010,Triatoma sordida,Triatoma,vector,89,0,0,Direct examination,Brazil,polygon,União de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8698,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14818,,2011,,2011,Triatoma sordida,Triatoma,vector,340,0,0,Direct examination,Brazil,polygon,União de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8698,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14819,,2009,,2009,Triatoma sordida,Triatoma,vector,27,0,0,Direct examination,Brazil,polygon,Uruana de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8699,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14820,,2007,,2007,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Uruana de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8699,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14821,,2010,,2010,Triatoma sordida,Triatoma,vector,19,0,0,Direct examination,Brazil,polygon,Uruana de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8699,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14822,,2011,,2011,Triatoma sordida,Triatoma,vector,54,0,0,Direct examination,Brazil,polygon,Uruana de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8699,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14823,,2008,,2008,Triatoma sordida,Triatoma,vector,92,0,0,Direct examination,Brazil,polygon,Uruana de Minas municipality,,,,,,,,,,,,,,,,,,,,,,,,8699,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14824,,2007,,2007,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Urucuia municipality,,,,,,,,,,,,,,,,,,,,,,,,8701,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14825,,2010,,2010,Triatoma sordida,Triatoma,vector,43,0,0,Direct examination,Brazil,polygon,Urucuia municipality,,,,,,,,,,,,,,,,,,,,,,,,8701,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14826,,2009,,2009,Triatoma sordida,Triatoma,vector,153,1,0.006535948,Direct examination,Brazil,polygon,Urucuia municipality,,,,,,,,,,,,,,,,,,,,,,,,8701,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14827,,2008,,2008,Triatoma sordida,Triatoma,vector,906,4,0.004415011,Direct examination,Brazil,polygon,Várzea da Palma municipality,,,,,,,,,,,,,,,,,,,,,,,,8707,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14828,,2007,,2007,Triatoma sordida,Triatoma,vector,67,0,0,Direct examination,Brazil,polygon,Várzea da Palma municipality,,,,,,,,,,,,,,,,,,,,,,,,8707,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14829,,2009,,2009,Triatoma sordida,Triatoma,vector,616,7,0.011363636,Direct examination,Brazil,polygon,Várzea da Palma municipality,,,,,,,,,,,,,,,,,,,,,,,,8707,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14830,,2011,,2011,Triatoma sordida,Triatoma,vector,294,5,0.017006803,Direct examination,Brazil,polygon,Várzea da Palma municipality,,,,,,,,,,,,,,,,,,,,,,,,8707,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14831,,2008,,2008,Triatoma sordida,Triatoma,vector,614,1,0.001628664,Direct examination,Brazil,polygon,Varzelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8708,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14832,,2010,,2010,Triatoma sordida,Triatoma,vector,783,1,0.001277139,Direct examination,Brazil,polygon,Varzelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8708,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14833,,2011,,2011,Triatoma sordida,Triatoma,vector,1763,2,0.00113443,Direct examination,Brazil,polygon,Varzelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8708,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14834,,2007,,2007,Triatoma sordida,Triatoma,vector,4,0,0,Direct examination,Brazil,polygon,Varzelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8708,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14835,,2009,,2009,Triatoma sordida,Triatoma,vector,1203,1,0.000831255,Direct examination,Brazil,polygon,Varzelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8708,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14836,,2009,,2009,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Vazante municipality,,,,,,,,,,,,,,,,,,,,,,,,8709,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14837,,2008,,2008,Triatoma sordida,Triatoma,vector,133,0,0,Direct examination,Brazil,polygon,Verdelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8710,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14838,,2007,,2007,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Verdelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8710,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14839,,2011,,2011,Triatoma sordida,Triatoma,vector,324,0,0,Direct examination,Brazil,polygon,Verdelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8710,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14840,,2010,,2010,Triatoma sordida,Triatoma,vector,303,0,0,Direct examination,Brazil,polygon,Verdelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8710,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14841,,2009,,2009,Triatoma sordida,Triatoma,vector,350,0,0,Direct examination,Brazil,polygon,Verdelândia municipality,,,,,,,,,,,,,,,,,,,,,,,,8710,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14842,,2008,,2008,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Virgem da Lapa municipality,,,,,,,,,,,,,,,,,,,,,,,,8717,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14843,,2009,,2009,Triatoma sordida,Triatoma,vector,54,0,0,Direct examination,Brazil,polygon,Juru municipality,,,,,,,,,,,,,,,,,,,,,,,,8966,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14844,,2009,,2009,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Icaraíma municipality,,,,,,,,,,,,,,,,,,,,,,,,9232,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14845,,2009,,2009,Triatoma sordida,Triatoma,vector,31,0,0,Direct examination,Brazil,polygon,Nova Londrina municipality,,,,,,,,,,,,,,,,,,,,,,,,9326,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14846,,2010,,2010,Triatoma sordida,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Nova Londrina municipality,,,,,,,,,,,,,,,,,,,,,,,,9326,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14847,,2011,,2011,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Nova Londrina municipality,,,,,,,,,,,,,,,,,,,,,,,,9326,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14848,,2009,,2009,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Santa Cruz de Monte Castelo municipality,,,,,,,,,,,,,,,,,,,,,,,,9411,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14849,,2008,,2008,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Terra Rica municipality,,,,,,,,,,,,,,,,,,,,,,,,9465,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14850,,2010,,2010,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Acauã municipality,,,,,,,,,,,,,,,,,,,,,,,,9674,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14851,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Alagoinha do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9677,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14852,,2010,,2010,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Alagoinha do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9677,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14853,,2010,,2010,Triatoma sordida,Triatoma,vector,24,0,0,Direct examination,Brazil,polygon,Anísio de Abreu municipality,,,,,,,,,,,,,,,,,,,,,,,,9684,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14854,,2008,,2008,Triatoma sordida,Triatoma,vector,39,0,0,Direct examination,Brazil,polygon,Anísio de Abreu municipality,,,,,,,,,,,,,,,,,,,,,,,,9684,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14855,,2007,,2007,Triatoma sordida,Triatoma,vector,45,0,0,Direct examination,Brazil,polygon,Anísio de Abreu municipality,,,,,,,,,,,,,,,,,,,,,,,,9684,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14856,,2011,,2011,Triatoma sordida,Triatoma,vector,54,0,0,Direct examination,Brazil,polygon,Anísio de Abreu municipality,,,,,,,,,,,,,,,,,,,,,,,,9684,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14857,,2009,,2009,Triatoma sordida,Triatoma,vector,58,0,0,Direct examination,Brazil,polygon,Anísio de Abreu municipality,,,,,,,,,,,,,,,,,,,,,,,,9684,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14858,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Aroazes municipality,,,,,,,,,,,,,,,,,,,,,,,,9686,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14859,,2011,,2011,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Aroazes municipality,,,,,,,,,,,,,,,,,,,,,,,,9686,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14860,,2011,,2011,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Assunção do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9688,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14861,,2010,,2010,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Assunção do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9688,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14862,,2007,,2007,Triatoma sordida,Triatoma,vector,9,1,0.111111111,Direct examination,Brazil,polygon,Bela Vista do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9696,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14863,,2010,,2010,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Bela Vista do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9696,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14864,,2008,,2008,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Bela Vista do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9696,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14865,,2009,,2009,Triatoma sordida,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Bela Vista do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9696,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14866,,2009,,2009,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Betânia do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9700,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14867,,2007,,2007,Triatoma sordida,Triatoma,vector,59,0,0,Direct examination,Brazil,polygon,Bonfim do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9705,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14868,,2009,,2009,Triatoma sordida,Triatoma,vector,73,0,0,Direct examination,Brazil,polygon,Bonfim do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9705,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14869,,2008,,2008,Triatoma sordida,Triatoma,vector,10,0,0,Direct examination,Brazil,polygon,Bonfim do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9705,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14870,,2011,,2011,Triatoma sordida,Triatoma,vector,16,0,0,Direct examination,Brazil,polygon,Bonfim do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9705,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14871,,2010,,2010,Triatoma sordida,Triatoma,vector,17,0,0,Direct examination,Brazil,polygon,Bonfim do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9705,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14872,,2010,,2010,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Brejo do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9708,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14873,,2009,,2009,Triatoma sordida,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Campo Alegre do Fidalgo municipality,,,,,,,,,,,,,,,,,,,,,,,,9716,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14874,,2010,,2010,Triatoma sordida,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Campo Alegre do Fidalgo municipality,,,,,,,,,,,,,,,,,,,,,,,,9716,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14875,,2010,,2010,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Canto do Buriti municipality,,,,,,,,,,,,,,,,,,,,,,,,9721,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14876,,2010,,2010,Triatoma sordida,Triatoma,vector,7,0,0,Direct examination,Brazil,polygon,Capitão Gervásio Oliveira municipality,,,,,,,,,,,,,,,,,,,,,,,,9723,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14877,,2008,,2008,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Capitão Gervásio Oliveira municipality,,,,,,,,,,,,,,,,,,,,,,,,9723,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14878,,2009,,2009,Triatoma sordida,Triatoma,vector,21,0,0,Direct examination,Brazil,polygon,Capitão Gervásio Oliveira municipality,,,,,,,,,,,,,,,,,,,,,,,,9723,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14879,,2007,,2007,Triatoma sordida,Triatoma,vector,5,0,0,Direct examination,Brazil,polygon,Capitão Gervásio Oliveira municipality,,,,,,,,,,,,,,,,,,,,,,,,9723,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14880,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Caracol municipality,,,,,,,,,,,,,,,,,,,,,,,,9724,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14881,,2007,,2007,Triatoma sordida,Triatoma,vector,9,0,0,Direct examination,Brazil,polygon,Coronel José Dias municipality,,,,,,,,,,,,,,,,,,,,,,,,9736,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14882,,2008,,2008,Triatoma sordida,Triatoma,vector,20,0,0,Direct examination,Brazil,polygon,Coronel José Dias municipality,,,,,,,,,,,,,,,,,,,,,,,,9736,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14883,,2011,,2011,Triatoma sordida,Triatoma,vector,60,0,0,Direct examination,Brazil,polygon,Coronel José Dias municipality,,,,,,,,,,,,,,,,,,,,,,,,9736,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14884,,2009,,2009,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Coronel José Dias municipality,,,,,,,,,,,,,,,,,,,,,,,,9736,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14885,,2011,,2011,Triatoma sordida,Triatoma,vector,27,0,0,Direct examination,Brazil,polygon,Dirceu Arcoverde municipality,,,,,,,,,,,,,,,,,,,,,,,,9745,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14886,,2008,,2008,Triatoma sordida,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Dirceu Arcoverde municipality,,,,,,,,,,,,,,,,,,,,,,,,9745,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14887,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Dirceu Arcoverde municipality,,,,,,,,,,,,,,,,,,,,,,,,9745,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14888,,2007,,2007,Triatoma sordida,Triatoma,vector,23,0,0,Direct examination,Brazil,polygon,Dom Inocêncio municipality,,,,,,,,,,,,,,,,,,,,,,,,9747,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14889,,2008,,2008,Triatoma sordida,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Dom Inocêncio municipality,,,,,,,,,,,,,,,,,,,,,,,,9747,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14890,,2011,,2011,Triatoma sordida,Triatoma,vector,8,0,0,Direct examination,Brazil,polygon,Domingos Mourão municipality,,,,,,,,,,,,,,,,,,,,,,,,9748,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14891,,2007,,2007,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Elesbão Veloso municipality,,,,,,,,,,,,,,,,,,,,,,,,9749,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14892,,2009,,2009,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Fartura do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9752,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14893,,2011,,2011,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Fartura do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9752,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14894,,2008,,2008,Triatoma sordida,Triatoma,vector,2,0,0,Direct examination,Brazil,polygon,Fartura do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9752,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14895,,2007,,2007,Triatoma sordida,Triatoma,vector,3,0,0,Direct examination,Brazil,polygon,Fartura do Piauí municipality,,,,,,,,,,,,,,,,,,,,,,,,9752,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
14896,,2008,,2008,Triatoma sordida,Triatoma,vector,1,0,0,Direct examination,Brazil,polygon,Guaribas municipality,,,,,,,,,,,,,,,,,,,,,,,,9764,,,,,,,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
