ID,Start_month,Start_year,End_month,End_year,Host,Community,Lower_age,Upper_age,N_occurrence,Acute infection,Diagnosis,Country,Geometry_type,Site_name_1,Latitude_1,Longitude_1,Coordinate_source_1,Admin2_1,Admin1_1,Publication_year,Source_1,Source_2
17761,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Manaus,,,,6509,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17762,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Manaus,,,,6509,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17763,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Marituba,,,,8792,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17764,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Marituba,,,,8792,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17765,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Medicilandia,,,,8793,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17766,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Melgaco,,,,8794,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17767,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Melgaco,,,,8794,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17768,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Melgaco,,,,8794,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17769,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Mocajuba,,,,8795,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17770,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Moju,,,,8796,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17771,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Moju,,,,8796,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17772,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Moju,,,,8796,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17773,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Moju,,,,8796,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17774,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Moju,,,,8796,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17775,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Moju,,,,8796,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17776,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Muana,,,,8798,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17777,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Muana,,,,8798,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17778,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Muana,,,,8798,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17779,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Muana,,,,8798,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17780,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Muana,,,,8798,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17781,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Nova Esperanca do Piria,,,,8799,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17782,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Nova Ipixuna,,,,8800,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17783,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Nova Olinda do Norte,,,,6514,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17784,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Nova Serrana,,,,8395,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17785,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Novo Repartimento,,,,8803,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17786,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Oeiras do Para,,,,8805,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17787,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Oeiras do Para,,,,8805,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17788,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ouricuri,,,,9603,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17789,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Pacaja,,,,8809,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17790,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Paragominas,,,,8811,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17791,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Paragominas,,,,8811,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17792,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Parnaiba,,,,9822,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17793,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Pedrinhas,,,,11674,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17794,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Pombal,,,,9017,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17795,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Pombos,,,,9617,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17796,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Pombos,,,,9617,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17797,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ponta de Pedras,,,,8817,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17798,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ponta de Pedras,,,,8817,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17799,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ponta de Pedras,,,,8817,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17800,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ponta de Pedras,,,,8817,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17801,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ponta Pora,,,,7727,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17802,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Ponte Nova,,,,8479,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17803,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Pontes e Lacerda,,,,7832,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17804,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Portel,,,,8818,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17805,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Porto de Moz,,,,8819,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17806,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Porto de Moz,,,,8819,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17807,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Porto Franco,,,,7598,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17808,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Posse,,,,7396,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17809,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Posse,,,,7396,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17810,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Pouso Alegre,,,,8485,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17811,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Presidente Figueiredo,,,,6519,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17812,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Redencao,,,,8823,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17813,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Redencao,,,,8823,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17814,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Riacho das Almas,,,,9622,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17815,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Rio de Janeiro,,,,9961,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17816,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Rosario,,,,7609,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17817,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Salgueiro,,,,9627,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17818,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Salgueiro,,,,9627,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17819,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Salvaterra,,,,8828,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17820,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santa Isabel Do Para,,,,8831,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17821,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santa Isabel Do Para,,,,8831,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17822,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santa Isabel do Rio Negro,,,,6521,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17823,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santa Isabel do Rio Negro,,,,6521,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17824,1,2006,12,2006,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santana,,,,6468,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17825,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santana,,,,6468,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17826,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santana,,,,6468,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17827,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santana,,,,6468,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17828,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santana,,,,6468,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17829,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santana do Manhuacu,,,,8564,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17830,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Santo Antonio do Ica,,,,6522,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17831,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Caetano de Odivelas,,,,8839,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17832,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Domingos do Capim,,,,8841,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17833,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Domingos do Capim,,,,8841,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17834,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Domingos do Capim,,,,8841,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17835,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Domingos do Capim,,,,8841,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17836,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Domingos do Capim,,,,8841,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17837,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Francisco de Assis,,,,10509,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17838,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Goncalo Do Piaui,,,,9859,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17839,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Joao de Pirabas,,,,8846,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17840,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Joao de Pirabas,,,,8846,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17841,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Luis de Montes Belos,,,,7422,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17842,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Miguel do Guama,,,,8848,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17843,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Miguel do Guama,,,,8848,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17844,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Miguel do Guama,,,,8848,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17845,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Roberto,,,,7643,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17846,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Sebastiao da Boa Vista,,,,8849,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17847,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Sebastiao da Boa Vista,,,,8849,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17848,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Sebastiao da Boa Vista,,,,8849,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17849,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sao Vicente Ferrer,,,,7644,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17850,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Senador Canedo,,,,7428,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17851,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Serra do Navio,,,,6469,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17852,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Simolandia,,,,7431,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17853,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Simolandia,,,,7431,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17854,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Sobral,,,,7113,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17855,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tabatinga,,,,6527,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17856,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tailandia,,,,8853,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17857,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tanhacu,,,,6912,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17858,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Terra Alta,,,,8854,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17859,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tocantinopolis,,,,11834,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17860,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tonantins,,,,6530,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17861,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tracuateua,,,,8857,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17862,1,2012,12,2012,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tucuma,,,,8859,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17863,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tucurui,,,,8860,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17864,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tucurui,,,,8860,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17865,1,2007,12,2007,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Turiacu,,,,7658,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17866,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Turiacu,,,,7658,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17867,1,2009,12,2009,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Tutoia,,,,7660,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17868,1,2010,12,2010,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Uruana,,,,7443,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17869,1,2013,12,2013,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Verdejante,,,,9668,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17870,1,2011,12,2011,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Vertentes,,,,9670,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
17871,1,2008,12,2008,Homo sapiens,,0,99,,1,"Direct examination, or xenodiagnosis and/or haemoculture, or serological test(s), or histopathology",Brazil,polygon,Viseu,,,,8864,,,"Maia da Costa, V. & Vieira Alves, R. (2015) personal communication",
