"Disease","Pathogen","DataType","Country","Year","Longitude","Latitude","Admin_name","DiagnosticMetric","NumCases","IfPolygon_AdminLevel","ADMcode","ADMSource","Source","CasesMetric","SourceType"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-37.6584758226025,-11.2044418610783,"Pedrinhas","Not specified",1,2,"280510","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-41.3900450144981,-13.8370346739782,"Ituaçu","Not specified",1,2,"291720","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,-51.176726159801,-29.8517353094959,"Esteio","Not specified",1,2,"430770","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2013,NA,NA,"Not reported or outside Brazil","Not specified",30,2,NA,"Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-73.4391145948019,-7.50461170957681,"Mâncio Lima","Not specified",1,2,"120033","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-72.7334592178053,-8.49176402813643,"Porto Walter","Not specified",1,2,"120039","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-63.4347235814901,-0.465070835390477,"Barcelos","Not specified",1,2,"130040","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-67.3369819146878,-5.11847662211306,"Carauari","Not specified",1,2,"130100","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-68.1127871065207,-6.6831495951633,"Itamarati","Not specified",1,2,"130195","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-58.5997851941817,-3.98946971186049,"Nova Olinda do Norte","Not specified",1,2,"130310","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-48.883012288417,-1.73026799940714,"Abaetetuba","Not specified",25,2,"150010","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-48.4114071176105,-2.03531139365117,"Acará","Not specified",1,2,"150020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.9613340107803,-0.827083927310362,"Anajás","Not specified",3,2,"150070","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-48.3835061062335,-1.33414526421677,"Ananindeua","Not specified",1,2,"150080","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-47.7263122248285,-2.23113569725351,"Aurora do Pará","Not specified",1,2,"150095","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-48.6342190366733,-1.49846350406779,"Barcarena","Not specified",20,2,"150130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-48.4598714757814,-1.24072193659779,"Belém","Not specified",24,2,"150140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-46.7635778234803,-1.19315786161104,"Bragança","Not specified",3,2,"150170","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-50.6280890570496,-1.12091194777213,"Breves","Not specified",6,2,"150180","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.5135679403563,-2.25298545448939,"Cametá","Not specified",1,2,"150210","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.9881223825059,-1.58352393239024,"Curralinho","Not specified",13,2,"150280","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-47.8638538577487,-0.74286054920397,"Curuçá","Not specified",1,2,"150290","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.1307157192739,-2.06257264967645,"Igarapé-Miri","Not specified",1,2,"150330","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-47.3998753440303,-1.81155735118533,"Irituia","Not specified",1,2,"150350","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-56.2213338468915,-2.62305106958995,"Juruti","Not specified",1,2,"150390","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.4691229243714,-1.86422310220708,"Limoeiro do Ajuru","Not specified",4,2,"150400","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-51.1039150896808,-1.60767417314939,"Melgaço","Not specified",3,2,"150450","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.0739207912887,-2.68378710778386,"Moju","Not specified",2,2,"150470","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.3092752992529,-1.35569476097608,"Muaná","Not specified",8,2,"150490","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.9023240336079,-2.27888059247512,"Oeiras do Pará","Not specified",2,2,"150520","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.0772449155389,-1.11761334913083,"Ponta de Pedras","Not specified",1,2,"150570","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-48.1294413781559,-1.36517684137351,"Santa Izabel do Pará","Not specified",1,2,"150650","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-47.3329370154204,-0.913374120869862,"Santarém Novo","Not specified",1,2,"150690","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-47.7714664829655,-1.88256086077574,"São Domingos do Capim","Not specified",7,2,"150720","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.6802987297808,-1.43406225500002,"São Sebastião da Boa Vista","Not specified",5,2,"150770","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-50.6919661660521,0.562647172195401,"Macapá","Not specified",9,2,"160030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-51.3782919412902,0.129711894928557,"Santana","Not specified",2,2,"160060","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-47.7663728909827,-5.64560291101779,"Axixá do Tocantins","Not specified",5,2,"170290","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-43.2995908064801,-4.86669751982217,"Caxias","Not specified",1,2,"210300","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-47.0127089512894,-22.692051697981,"Jaguariúna","Not specified",1,2,"352470","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,-49.809562133216,-29.3283248679298,"Torres","Not specified",1,2,"432150","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2014,NA,NA,"Not reported or outside Brazil","Not specified",35,2,NA,"Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2015,NA,NA,"Not reported or outside Brazil","Not specified",268,2,NA,"Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-70.743205470092,-8.92425044541207,"Feijó","Not specified",14,2,"120030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-73.2232704325964,-7.84382079869945,"Rodrigues Alves","Not specified",2,2,"120042","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-65.3242036428329,-3.69458624966786,"Alvarães","Not specified",1,2,"130002","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-58.5997851941817,-3.98946971186049,"Nova Olinda do Norte","Not specified",2,2,"130310","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-48.883012288417,-1.73026799940714,"Abaetetuba","Not specified",30,2,"150010","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-48.4114071176105,-2.03531139365117,"Acará","Not specified",7,2,"150020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-50.7259316069909,-0.262860928448936,"Afuá","Not specified",1,2,"150030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-55.0392202922853,-0.604328633860714,"Alenquer","Not specified",1,2,"150040","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.9613340107803,-0.827083927310362,"Anajás","Not specified",2,2,"150070","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-48.3835061062335,-1.33414526421677,"Ananindeua","Not specified",4,2,"150080","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-50.1818278588309,-2.37308122915709,"Bagre","Not specified",41,2,"150110","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-48.6342190366733,-1.49846350406779,"Barcarena","Not specified",16,2,"150130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-48.4598714757814,-1.24072193659779,"Belém","Not specified",22,2,"150140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-46.7635778234803,-1.19315786161104,"Bragança","Not specified",1,2,"150170","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-50.6280890570496,-1.12091194777213,"Breves","Not specified",56,2,"150180","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-48.0897707328666,-1.63298616969924,"Bujaru","Not specified",12,2,"150190","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.5135679403563,-2.25298545448939,"Cametá","Not specified",10,2,"150210","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.9881223825059,-1.58352393239024,"Curralinho","Not specified",4,2,"150280","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.1307157192739,-2.06257264967645,"Igarapé-Miri","Not specified",23,2,"150330","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.4691229243714,-1.86422310220708,"Limoeiro do Ajuru","Not specified",19,2,"150400","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-51.1039150896808,-1.60767417314939,"Melgaço","Not specified",2,2,"150450","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.0739207912887,-2.68378710778386,"Moju","Not specified",1,2,"150470","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.3092752992529,-1.35569476097608,"Muaná","Not specified",5,2,"150490","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.9023240336079,-2.27888059247512,"Oeiras do Pará","Not specified",11,2,"150520","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.0772449155389,-1.11761334913083,"Ponta de Pedras","Not specified",1,2,"150570","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-48.2505314432052,-1.19428175880013,"Santa Bárbara do Pará","Not specified",2,2,"150635","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-55.2381783554295,-2.67928510293622,"Santarém","Not specified",9,2,"150680","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.6802987297808,-1.43406225500002,"São Sebastião da Boa Vista","Not specified",10,2,"150770","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-49.8211363953349,-3.85621884265926,"Tucuruí","Not specified",2,2,"150810","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-46.4530003009768,-1.52317334303366,"Viseu","Not specified",1,2,"150830","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-50.6919661660521,0.562647172195401,"Macapá","Not specified",5,2,"160030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-45.4646124203657,-1.76625671452065,"Turiaçu","Not specified",1,2,"211240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-45.4375618276898,-2.15895769411493,"Turilândia","Not specified",1,2,"211245","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-38.1573885308991,-6.28032017455797,"Marcelino Vieira","Not specified",6,2,"240730","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,-38.1639520891451,-6.44050348764418,"Tenente Ananias","Not specified",2,2,"241410","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2016,NA,NA,"Not reported or outside Brazil","Not specified",47,2,NA,"Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-72.7545860491862,-7.97204908177711,"Cruzeiro do Sul","Not specified",1,2,"120020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-71.7402040123679,-5.71149079132886,"Atalaia do Norte","Not specified",1,2,"130020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-64.1245292986892,-4.43603454003449,"Coari","Not specified",1,2,"130120","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-60.4796856194845,-3.0953137088166,"Iranduba","Not specified",1,2,"130185","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-65.8108689380717,-8.37517267105492,"Lábrea","Not specified",2,2,"130240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-60.2596392628981,-2.62594878850225,"Manaus","Not specified",1,2,"130260","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-65.0399715549592,-2.42667760059259,"Maraã","Not specified",1,2,"130280","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.883012288417,-1.73026799940714,"Abaetetuba","Not specified",40,2,"150010","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.4114071176105,-2.03531139365117,"Acará","Not specified",3,2,"150020","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-50.7259316069909,-0.262860928448936,"Afuá","Not specified",2,2,"150030","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.9613340107803,-0.827083927310362,"Anajás","Not specified",5,2,"150070","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.3835061062335,-1.33414526421677,"Ananindeua","Not specified",7,2,"150080","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-46.5074969547295,-1.10484472830044,"Augusto Corrêa","Not specified",2,2,"150090","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-47.7263122248285,-2.23113569725351,"Aurora do Pará","Not specified",1,2,"150095","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-50.1818278588309,-2.37308122915709,"Bagre","Not specified",3,2,"150110","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.6342190366733,-1.49846350406779,"Barcarena","Not specified",18,2,"150130","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.4598714757814,-1.24072193659779,"Belém","Not specified",30,2,"150140","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-46.7635778234803,-1.19315786161104,"Bragança","Not specified",2,2,"150170","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-50.6280890570496,-1.12091194777213,"Breves","Not specified",28,2,"150180","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.0897707328666,-1.63298616969924,"Bujaru","Not specified",15,2,"150190","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.5135679403563,-2.25298545448939,"Cametá","Not specified",13,2,"150210","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-47.877020460794,-1.26856165534727,"Castanhal","Not specified",1,2,"150240","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.9881223825059,-1.58352393239024,"Curralinho","Not specified",11,2,"150280","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.1307157192739,-2.06257264967645,"Igarapé-Miri","Not specified",14,2,"150330","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-47.3998753440303,-1.81155735118533,"Irituia","Not specified",1,2,"150350","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-56.4969685899157,-5.86894177360085,"Itaituba","Not specified",1,2,"150360","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.4691229243714,-1.86422310220708,"Limoeiro do Ajuru","Not specified",4,2,"150400","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-47.6352032697563,-0.80987902501244,"Magalhães Barata","Not specified",1,2,"150410","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-48.3197799488831,-1.39738195210331,"Marituba","Not specified",1,2,"150442","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-51.1039150896808,-1.60767417314939,"Melgaço","Not specified",1,2,"150450","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.0739207912887,-2.68378710778386,"Moju","Not specified",5,2,"150470","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.3092752992529,-1.35569476097608,"Muaná","Not specified",18,2,"150490","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-49.9023240336079,-2.27888059247512,"Oeiras do Pará","Not specified",4,2,"150520","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-47.1390917547081,-1.49592592047815,"Ourém","Not specified",1,2,"150540","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
"Chagas disease (acute)","Trypanosoma cruzi","polygon","Brazil",2017,-47.6028747249788,-3.20350050372584,"Paragominas","Not specified",5,2,"150550","Brazil_shapefile","Brazil DATASUS system","Confirmed case counts (municipality of infection)","National case surveillance system"
