Location_ID,Author_Year,Ref_Number,Year_MAYV_Start,Year_MAYV_End,Host_Type,Location_Description,Adm0,Adm1,Adm2,GAUL_code,Finer_Res,Location_Type,Admin_Level,X_Coord,Y_Coord,Coord_Source,Uncertainty_km,Uncertainty_Description,Diagnostic_Test,Positive_n,Denominator,Qual_score,Language
CP_10,"de Souza Costa, 2019",PMID: 30552880,2015,2016,Human,"The authors collected serum samples from patients with acute febrile illness from health units of 31 cities of Mato Grosso. According to Table 1, all patients with MAYV are from an urban area. Therefore, we decided to georeference the urban area of Primavera do Leste as a custom polygon around the city boundaries. The polygon covers the communities directly south of the city and directly north of the city outside of the limits. ",Brazil,Mato Grosso,Primavera do leste,N/A,Primavera do leste,Custom Polygon,-999,-54.29611,-15.55889,GeoNames,6.5,"Distance from coordinates to furthest point in the city, including the communities north/south of the city outside of city limits",RT-PCR; Viral culture,2,N/A,12,E
CP_11,"de Souza Costa, 2019",PMID: 30552880,2015,2016,Human,"The authors collected serum samples from patients with acute febrile illness from health units of 31 cities of Mato Grosso. According to Table 1, all patients with MAYV are from an urban area. Therefore, we decided to georeference the urban area of Rondonópolis as a custom polygon around the city boundaries. The polygon includes the communities directly East and NE of the city",Brazil,Mato Grosso,Rondonópolis,N/A,Rondonópolis,Custom Polygon,-999,-54.63556,-16.47083,GeoNames,12,"Distance from coordinates to furthest point in the city, including the communities north/east of the city outside of city limits",RT-PCR; Viral culture,3,30,12,E
CP_12,"de Souza Costa, 2019",PMID: 30552880,2015,2016,Human,"The authors collected serum samples from patients with acute febrile illness from health units of 31 cities of Mato Grosso. According to Table 1, all patients with MAYV are from an urban area. Therefore, we decided to georeference the urban area of Várzea Grande as a custom polygon around the city boundaries.",Brazil,Mato Grosso,Várzea Grande,N/A,Várzea Grande,Custom Polygon,-999,-56.1325,-15.6467,GeoNames,12,Distance from coordinates to edge of city,RT-PCR; Viral culture,13,201,12,E
CP_13,"Jonkers, 1965",PMID: 14270458,1961,1961,Human,"The article describes one person with MAYV from the state capital of Maturin, which ""is situated at the foot of the mountains on the edge of savannah country. The authors specified that the patient had resided in Maturin for the past 2 years but had lived the rest of her life in Caicara, a small foothill community about 48 km to the west. Based on the description provided, we georeferenced the city of Maturin using a custom polygon that encompassed the city boundaries.",Venezuela,Monagas,Maturin,N/A,Maturin,Custom Polygon,-999,-63.18323,9.74569,GeoNames,13,Distance from coordinates to furthest point in the city,HI; NT,1 positive by HI and NT ,14,10,E
CP_14,Zuchi 2014,PMID: 25141284,2012,2012,Human,"The article states that patients in the study sought medical attention at health-care facilities in 20 Mato Grosso municipalities. According to Fig. 1, all patients with MAYV described themselves as urban residents, without a recent history of travel or access to rural or sylvatic areas. The city of origin of patients with MAYV is presented in the table. Therefore, we decided to georeference the city of Cuiaba as a custom polygon encompassing the city boundaries.",Brazil,Mato Grosso ,Cuiaba,N/A,Cuiaba,Custom Polygon,-999,-56.0967,-15.5961,GeoNames,20,Distance from coordinates to boundary of city,RT-PCR,9,453,11,E
CP_14,"Serra, 2016",PMID: 26784852,2013,2013,Arthropod,Mosquitoes were collected in the city of Cuiabá. We georeferenced this city as a custom polygon encompassing the city boundaries.,Brazil,Mato Grosso,Cuiaba,N/A,Cuiaba,Custom Polygon,-999,-56.0967,-15.5961,GeoNames,20,Distance from coordinates to boundary of city,RT-PCR; Viral culture,16 positive pools,610 pools,12,E
CP_15,Zuchi 2014,PMID: 25141284,2012,2012,Human,"The article states that patients in the study sought medical attention at health-care facilities in 20 Mato Grosso municipalities. According to Fig. 1, all patients with MAYV described themselves as urban residents, without a recent history of travel or access to rural or sylvatic areas. The city of origin of patients with MAYV is presented in the table. Therefore, we decided to georeference the city of Sorriso as a custom polygon encompassing the city boundaries as well as the community areas directly outside the city limits.",Brazil,Mato Grosso ,Sorriso,N/A,Sorriso,Custom Polygon,-999,-55.71139,-12.54528,GeoNames,6,Distance from coordinates to the polygon boundary,RT-PCR,2,10,11,E
CP_16,"Tavares-Neto, 2004",PMID: 15042172,1999,2000,Human,"The article states that MAYV was detected among people living in the urban area of ​​the city of Rio Branco (Acre). Therefore, we decided to georeference the urban area of Rio Branco as a custom polygon around the city boundaries. ",Brazil,Acre,Rio Branco,N/A,Rio Branco,Custom Polygon,-999,-67.81,-9.97472,GeoNames,10,Distance from coordinates to the polygon boundary,HI,21 (first study phase); 2 (second study phase),390 (first study phase); 190 (second study phase),9,P
CP_17,"da Silva-Nunes, 2006",PMID: 16751971,2004,2004,Human,"The article states that, ""The study area encompasses rural localities known as Linha 14 Gleba Q and Reserva da Linha 14 (9d41’-9d49’S, 67d05’-67d07’W)... Linha 14 Gleba Q includes both sides of the last 16 kilometers of Linha 14, an unpaved road that begins at the highway connecting Rio Branco to Porto Velho (BR-364); Reserva da Linha 14 includes the edges of an unpaved road that begins at the end (km 30) of Linha 14 and is perpendicular to it, running parallel to the Iquiri River."" We created a polygon using the coordinates that were provided by the authors and estimated the centroid of the polygon.",Brazil,Acre,Acrelândia,N/A,Ramal do Granada ,Custom polygon,-999,-67.100109,-9.753532,GoogleMaps,8,Distance from coordinates to the polygon boundary,HI; ELISA,18 seropositive by HI; 1 positive by ELISA,357,11,E
CP_18,"Araujo, 2003",No longer available,2002,2002,Animal,Article states that the study took place in the Lagoa do Peixe National Park. The park was identified and georeferenced using GoogleMaps.,Brazil,Rio Grande do Sul,N/A,N/A,Parque Nacional da Lagoa do Peixe,Custom Polygon,-999,-50.970959,-31.253134,GoogleMaps,32,Distance from coordinates to the edge of the park,HI,68,555,10,P
CP_19,"Moreira-Soto, 2018",PMID: 29404420,2012,2017,Animal,Samples from primates were collected in three Brazilian zoos and primate centers. Table 2 shows that the two MAYV-positive primates were sampled in the city of Salvador. We georeferenced the city using a custom polygon that encompassed the city boundaries.,Brazil,Bahia,Salvador,N/A,Salvador,Custom Polygon,-999,-38.421571,-12.911665,Estimated city centroid on GoogleMaps,16,Distance from coordinates to edge of city,NT,2,11,12,E
CP_20,"Kubiszesky, 2017",Available at: https://bdm.ufmt.br/handle/1/1404,2014,2015,Arthropod,Figure 1 shows the collection locations in the city of Sinop. We georeferenced the city using a custom polygon that encompassed the city boundaries.,Brazil,Mato Grosso,Sinop,N/A,Sinop ,Custom Polygon,-999,-55.5025,-11.86417,GeoNames,6.5,Distance from coordinates to boundary of city,RT-PCR,1 positive pool,152 pools,11,E
CP_21,"Silveira-Lacerda, 2021",PMID: 34197917,2017,2018,Human,"The study was conducted in the city of Goiania, the capital of the state of Goias. The authors note that most cases were among urban residents who had not visited rural areas within the previous 15 days. Therefore, we decided to georeference this entry as a custom polygon around the city boundaries. ",Brazil,Goias,Goiania,N/A,Goiania,Custom Polygon,-999,-49.25389,-16.67861,GeoNames,22,Distance from coordinates to furthest point in city,ELISA; RT-PCR,26 positive by RT PCR and 3 positive by IgM ,375,11,E
CP_22,Brito 2018,DOI: 10.1590/1414-462X201800010132,2008,2010,Human,"Study participants were residents at the Sustainable Development Reserves (SDR) Alcobaça and Pucuruí-Ararão, in the Region of the Lake of Tucuruí Hydroelectric Dam. A dissertation by the author describing the study in more detail (http://repositorio.ufpa.br:8080/jspui/handle/2011/3953?locale=es) includes a map of the study location on page 62. Using GoogleMaps, we estimated the centroid between the two communities based on the map provided by the authors",Brazil,Para,Tucurui,N/A,RDS Alcobaca and RDS Pucurui-Ararao,Custom polygon,-999,-49.775207,-4.014973,Estimated the centroid between the two communities based on the map on page 62,45,Uncertainty includes both communities,HI; ELISA,125,657,10,E
CP_23,"Long, 2008",ASTMH Abstract,2006,2006,Human,"The abstract notes that data were collected from residents of urban Iquitos during 2006 and screening by IgG ELISA of serum samples collected during 2006 indicates a MAYV seroprevalence rate of 16.2% among residents of urban areas of Iquitos. Based on this description, we georeferenced the city of Iquitos using a custom polygon that encompasses the city boundaries.",Peru,Loreto,Maynas,N/A,Iquitos,Custom polygon,-999,-73.265585,-3.758928,Estimated the city centroid on GoogleMaps,8.5,Distance from coordinates to the polygon boundary,ELISA,16.2% MAYV prevalence,1198,2,E
CP_24,"Souto, 2012",DOI: http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v2n2p8-14,1995,1995,Human,Collection points are presented in Fig 1. The grid cell where collections took place was located between 0d30' N and 0d40' N; and between 52d10' W and 52d20' W. We estimated the centroid of this grid cell. The uncertainty includes the area of the grid cell in Fig 1.,Brazil,Amapa,Laranjal do Jari,N/A,N/A,Custom Polygon,-999,-52.244625,-0.58381,Estimated centroid on GoogleMaps,14,Distance from centroid to edge of the polygon,HI,53,306,11,P
CP_25,"Catenacci, 2017",Available at: https://patua.iec.gov.br/handle/iec/3073,2006,2014,Arthropod,"The authors collected mosquitoes in areas of the Southern Atlantic Forest, in Una and Ilhéus municipalities, Bahia State, Brazil. The coordinates of the 7 collection sites were provided. We created a polygon that encompassed the collection sites and estimated the centroid of that polygon. The coordinates were Site 1: (-14.6637222, -39.1935556); Site 2: (-14.6586778, -39.1937778); Site 3: (-14.6765556, -39.1863333); Site 4: (-15.2864167, -39.1402778); Site 5: (-14.6195833, -39.1373889); Site 6: (-15.1820278, -39.0724167); Site 7: (-15.1699167, -39.0545556)",Brazil,Bahia,Ilheus and Una,N/A,N/A,Custom Polygon,-999,-39.127789,-14.93337,GoogleMaps,40,Distance from coordinates to furthest point in the polygon,RT-PCR,1 positive pool,304 pools,10,E
CP_26,"Black, 1974",PMID: 4370011,1965,1965,Human,"The study took place in the Gorotire tribal territory.  The territory was identified and georeferenced using GoogleMaps (spelled as Aldeia Gorotire on GoogleMaps), and this location was confirmed by comparing the map provided in the article (page 233) to the GoogleMaps coordinates. ",Brazil,Para,Cumaru Do Norte,N/A,Gorotire (Aldeia Gorotire on GoogleMaps),Point,-999,-51.131533,-7.771378,GoogleMaps (centroid of territory),20,Half distance to nearest names place (Projeto Cumaru),HI ,37%,219,9,E
CP_27,Neel 1968,DOI: 10.4269/ajtmh.1968.17.486,1963,1964,Human,"MAYV was detected in residents of two villages, one ""near the Simoes Lopes Post of the Indians Protective Service and the other near the Salesian Mission of Sao Marcos, both in Mato Grosso."" We identified and georeferenced Sao Marcos using GoogleMaps, and created a custom polygon that included the uncertainty.",Brazil,Mato Grosso,Barra do Garcas,N/A,Sao Marcos,Point,-999,-52.8982,-15.3756,GoogleMaps,11,Half the distance to the nearest named place (Toricueije),HI; NT,45,257,8,E
CP_28,"Madalengoitia, 1973",Available at: https://iris.paho.org/handle/10665.2/11677,1965,1965,Human,The article states that MAYV was detected in Quince Mil in the Department of Cuzco. We identified this location using GeoNames,Peru,Cusco,Quispicanchi,N/A,Quince Mil,Point,-999,-70.754,-13.2309,GeoNames,6,Half the distance to the nearest named place (Manire),HI,N/A,74,9,E
P_01,"Leduc, 1981",PMID: 6266264,1977,1978,Human,"The study was conducted in the city of Belterra, Para state. We compared the map presented in the article with the map of Belterra on GoogleMaps, which shows the MAYV prevalence by neighborhood. Based on this information, we decided to georeference this as a point location with an uncertainty that covers the neighborhoods referenced in the article.",Brazil,Para,Belterra,N/A,Belterra,Point,-999,-54.93722,-2.63639,GeoNames,5,Measured from coordinates to the furthest point in the city,HI; NT,HI antibody prevalence of 71/327 (22%) during the outbreak and 29.7% after the outbreak,327 during outbreak; N/A after the outbreak,8,E
P_02,"Auguste, 2015",PMID: 26401714,2010,2010,Human,"Article states that, ""La Estación village is located at the northwestern corner of the municipality of Ospino, within Portuguesa State, Venezuela"". This village was identified and georeferenced using GoogleMaps.",Venezuela,Portuguesa,Ospino,N/A,La Estacion Village,Point,-999,-69.49012,9.40238,GeoNames,1.1,half distance to nearest named place (Cerrito),Unknown serology; Viral culture,7 isolations out of 19 sero-positives,77 suspected cases,12,E
P_03,"Azevedo, 2009",PMID: 19891877,2008,2008,Human,Authors provided MAYV sequences to GenBank along with geographic coordinates. Those coordinates are included here.,Brazil,Para,Santa Bárbara do Pará,N/A,Pau D'arco Settlement,Point,-999,-48.4553,-1.3597,GenBank: KY618137.1,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",ELISA; Viral culture,3 isolations out of 36 seropoitives overall. (Unsure how many positive samples per location),105 overall (unsure how many per location),11,E
P_04,"Azevedo, 2009",PMID: 19891877,2008,2008,Human,Authors provided MAYV sequences to GenBank along with geographic coordinates. Those coordinates are included here.,Brazil,Para,Santa Bárbara do Pará,N/A,Pau D'arco Settlement,Point,-999,-48.2945,-1.2225,GenBank: KY618138.1,3.5,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest .0001 degree precision, measurement error unknown, distance units M",ELISA; Viral culture,3 isolations out of 36 seropoitives overall. (Unsure how many positive samples per location),105 overall (unsure how many per location),11,E
P_05,"Torres, 2004",PMID: 15324555,2000,2000,Human,"The article states that MAYV was detected in ""the vicinity of Padrón Agriculture Station, in Miranda State, north-central Venezuela (10°13′22″ N; 66°17′56″ W; 50 m elevation)"". We georeferenced this location using the coordinates provided by the authors.",Venezuela,Miranda,Acevedo,N/A, Padrón Agriculture Station,Point,-999,-66.465556,10.225833,Provided by article,2.8,"Georeferencing calculator: coordinates only, coordinate source unknown (Gazeteer entered), datum not recorded, nearest second precision, measurement error unknown, distance units M",MACEIA; ELISA ,3 confirmed positive with high specific MAYV viral IgM antibody; 1 positive for MAYV IgG antibody only,N/A,7,E
P_06,"Perez, 2019",PMID: 31571566,2011,2011,Human,"The article states that this study was conducted in Nueva Esperanza (S 04°19.53; W 71°57.33), 302 km northeast from Iquitos. We used the coordinates provided in the article as a georeference.",Peru,Loreto,Mariscal Ramon Castilla,N/A,Nueva Esperanza,Point,-999,-71.9555,-4.3255,Provided by article,2.6,"Georeferencing calculator: coordinates only, degrees minutes seconds, coordinate source unknown (Gazeteer entered), datum not recorded, nearest 0.01 minute precision, measurement error unknown, distance units M",NT; ELISA ,17 positive by PRNT; 38 positive by ELISA,70,12,E
P_07,"Carrera, 2020",PMID: 33124532,2017,2017,Human,"The article states that the study was conducted in the Mogue community in Darien, Panama. We georeferenced this community using the coordinates provided on GeoNames.",Panama,Darien,Chepigana,N/A,Mogue,Point,-999,-78.15339,8.24104,GeoNames,2.5,half distance to nearest named place (La Palma),NT ,1.20%,250,12,E
P_08,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,"	Saint-Laurent-du-Maroni",Maripasoula,N/A,Antecume-Pata,Point,-999,-54.06938,3.28636,GeoNames,2,half distance to nearest named place (Lipo Lipo),Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 16.68 ,2697 overall (unsure how many per village),11,E
P_09,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,"	Saint-Laurent-du-Maroni",Maripasoula,N/A,Maripasoula,Point,-999,-54.03167,3.64155,GeoNames,2,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 11.53 ,2697 overall (unsure how many per village),11,E
P_10,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,"	Saint-Laurent-du-Maroni",Papaichton,N/A,Papaichton,Point,-999,-54.14461,3.80579,GeoNames,2,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 8.51 ,2697 overall (unsure how many per village),11,E
P_11,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,"	Saint-Laurent-du-Maroni",Grand-Santi,N/A,Grand-Santi,Point,-999,-54.38146,4.27295,GeoNames,3.5,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  10.55 (N not provided),2697 overall (unsure how many per village),11,E
P_12,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,"	Saint-Laurent-du-Maroni",Apatou,N/A,Apatou,Point,-999,-54.34311,5.15526,GeoNames,2,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 9.89 ,2697 overall (unsure how many per village),11,E
P_13,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map. We moved the GeoNames coordinates slightly to the city centroid in order to reduce the uncertainty.",French Guiana,Saint-Laurent-du-Maroni,Saint-Laurent-du-Maroni,N/A,Saint-Laurent-du-Maroni,Point,-999,-54.020935,5.484339,Coordinates of the city centroid on GoogleMaps ,3.5,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  9.2 (N not provided),2697 overall (unsure how many per village),11,E
P_14,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Saint-Laurent-du-Maroni,Mana,N/A,Mana,Point,-999,-53.77897,5.66906,GeoNames,0.5,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 9.24 ,2697 overall (unsure how many per village),11,E
P_15,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Iracoubo,N/A,Iracoubo,Point,-999,-53.20524,5.47952,GeoNames,2,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 4.62,2697 overall (unsure how many per village),11,E
P_16,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Saint-Elie,N/A,Saint-Elie,Point,-999,-53.28821,4.82426,GeoNames,0.5,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 30.55 ,2697 overall (unsure how many per village),11,E
P_17,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Sinnamary,N/A,Sinnamary,Point,-999,-52.95679,5.37676,GeoNames,3,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  3.64  (N not provided),2697 overall (unsure how many per village),11,E
P_18,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Kourou,N/A,Kourou,Point,-999,-52.64265,5.16281,GeoNames,4,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  1.88 (N not provided),2697 overall (unsure how many per village),11,E
P_19,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map. Montsinery and Tonnegrande are two separate towns seperated by 9km. We georeferenced this entry as the centroid between the two towns.",French Guiana,Cayenne,Montsinery-Tonnegrande,N/A,Montsinery-Tonnegrande,Point,-999,-52.472431,4.863895,I estimated the centroid between Montsinery and Tonnegrande on GoogleMaps,5,Distance from coordinates to both Montsinery and Tonnegrande,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  0.88 (N not provided),2697 overall (unsure how many per village),11,E
P_20,"Mutricy, 2022",PMID: 35151887,2003,2016,Human,"Locations (""residential communes"") presented in Table 2. Cayenne is a ""commune"" (i.e., ADM2 unit) of French Guiana. However, because this commune is less than 5km across, we decided to georeference this as a point location. The authors specify that of the six people infected in this commune, one did not have any travel history, while five were ""living in the forest"" or had taken a ""journey in the forest"" within the past 15 days.",French Guiana,Cayenne,Cayenne,N/A,N/A,Point,-999,-52.312786,4.924992,"In order to reduce the uncertainty, I estimated coordinates of the city centroid on GoogleMaps instead of using GeoNames coordinates",4,Measured from coordinates to the furthest point in the city,ELISA,6,65 patients overall with positive serology (unsure how many per location); only 17 validated by the scientific committee ,11,E
P_21,"Mutricy, 2022",PMID: 35151887,2003,2016,Human,"Locations (""residential communes"") presented in Table 2. Remire-Montjoly is a ""commune"" (i.e., ADM2 unit) of French Guiana. However, because this commune is less than 5km across, we decided to georeference this as a point location. The authors specify that of the three people infected in this commune, two did not have any travel history, while one was ""living in the forest"" within the past 15 days.",French Guiana,Cayenne,Remire-Montjoly,N/A,N/A,Point,-999,-52.280396,4.887332,"In order to reduce the uncertainty, I estimated coordinates of the city centroid on GoogleMaps instead of using GeoNames coordinates",5,Measured from coordinates to the furthest point in the city,ELISA,3,65 patients overall with positive serology (unsure how many per location); only 17 validated by the scientific committee ,11,E
P_22,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Regina,N/A,Regina,Point,-999,-52.13083,4.313,GeoNames,1.5,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  6.09 (N not provided),2697 overall (unsure how many per village),11,E
P_23,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Saint-Georges,N/A,Saint-Georges,Point,-999,-51.80243,3.88857,GeoNames,2,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of 0.76 ,2697 overall (unsure how many per village),11,E
P_24,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Camopi,N/A,Camopi,Point,-999,-52.33525,3.16887,GeoNames,2,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  18.16 (N not provided),2697 overall (unsure how many per village),11,E
P_25,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map. We moved the GeoNames coordinates slightly to the city centroid in order to reduce the uncertainty.",French Guiana,Cayenne,Matoury,N/A,Matoury,Point,-999,-52.343846,4.832795,"In order to reduce the uncertainty, I estimated coordinates of the city centroid on GoogleMaps instead of using GeoNames coordinates",5,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  1.55 (N not provided),2697 overall (unsure how many per village),11,E
P_26,"Hoze, 2020",PMID: 32503971,2017,2017,Human,"Locations described as municipalities, but no further information provided. Maps are available in the supplementary information showing point locations of the serosurveys. Confirmed with author (Hoze) that serosurveys were conducted in the towns/villages indicated by points on the map",French Guiana,Cayenne,Macouria,N/A,Macouria,Point,-999,-52.37432,4.91216,GeoNames,2,Measured from coordinates to the furthest point in the city,Microsphere-based multiplex immunoassay (MIA); 100 samples tested by microneutralization ,Estimted seroprevalence of  0.76 (N not provided),2697 overall (unsure how many per village),11,E
P_27,Boletin Epidemiologico No 08 - 2019,Available at: http://www.diresacusco.gob.pe/inteligencia/epidemiologia/boletines/2019/08-2019.pdf,2019,2019,Human,"The authors describe a MAYV case from the town of Santa Rosa in the province of La Mar, Ayacucho region. We identified and georeferenced this location using GoogleMaps.",Peru,Ayacucho,La Mar,N/A,Santa Rosa,Point,-999,-73.736672,-12.687368,GoogleMaps,1,Distance from coordinates to outer boundary of town,ELISA,1,N/A,11,S
P_28,"WHO, 2020",Available at: https://www.who.int/csr/don/25-october-2020-mayaro-fever-french-guiana-france/en/,2020,2020,Human,"The article states that four people with MAYV lived in  the ""urban coastal area"" of Rémire. We identified and georeferenced this location using GeoNames.",French Guiana,Cayenne,Remire-Montjoly,N/A,Remire,Point,-999,-52.27857,4.88585,GeoNames,1.5,Half-distance to nearest named place (Montjoly),RT-PCR,4,97 overall (unsure how many at each location),3,E
P_29,"WHO, 2020",Available at: https://www.who.int/csr/don/25-october-2020-mayaro-fever-french-guiana-france/en/,2020,2020,Human,"The article states that one infected person lived in the ""urban coastal area"" of Montsinery-Tonnegrande. Montsinery and Tonnegrande appear to be two separate towns seperated by ~9km. Therefore, we georeferenced the centroid between the two towns, with the uncertainty covering the both locations.",French Guiana,Cayenne,Montsinery-Tonnegrande,N/A,Montsinery-Tonnegrande,Point,-999,-52.472431,4.863895,I estimated the centroid between Montsinery and Tonnegrande on GoogleMaps,5,Distance from coordinates to both Montsinery and Tonnegrande,RT-PCR,1,97 overall (unsure how many at each location),3,E
P_30,"WHO, 2020",Available at: https://www.who.int/csr/don/25-october-2020-mayaro-fever-french-guiana-france/en/,2020,2020,Human,"The article states that one infected person lived in the ""rural/sylvatic area...in the village of Cacao, located further in the interior."" We identified and georeferenced this village using GeoNames.",French Guiana,Cayenne,Roura,N/A,Cacao,Point,-999,-52.46827,4.57123,GeoNames,4,Half distance to the nearest names place (Devez),RT-PCR,1,97 overall (unsure how many at each location),3,E
P_31,"Tesh, 1999",PMID: 10028074,1995,1998,Human,The article states that patients from Yurimaguas were detected with MAYV were from Quillabamba. We identified and georeferenced this location using GeoNames.,Peru,Loreto,Alto Amazonas,N/A,Yurimaguas,Point,-999,-76.12234,-5.90181,GeoNames,4,Measured from coordinates to the furthest point in the city,ELISA; Viral culture,21 isolations out of 27 seropositive overall. (Unsure how many positive per location),N/A,9,E
P_32,"Tesh, 1999",PMID: 10028074,1995,1998,Human,The article states that patients from Quillabamba were detected with MAYV were from Quillabamba. We identified and georeferenced this location using GeoNames.,Peru,Cusco,La Convencion,N/A,Quillabamba,Point,-999,-72.69306,-12.86334,GeoNames,3,Measured from coordinates to the furthest point in the city,ELISA; Viral culture,21 isolations out of 27 seropositive overall. (Unsure how many positive per location),N/A,9,E
